acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;label
-8.45;-10.28;-11.87;-35.83;10.78;-51.5;0
-7.1;-9.26;-10.33;-38.24;2.43;-29.06;0
-4.43;-9.13;-10.69;-34.29;-10.49;-23.42;0
-1.71;-9.05;-11.25;-34.22;-17.33;-24.33;0
-0.84;-8.7;-12;-40.51;-25.68;-20.64;0
0.41;-9.09;-11.56;-48.92;-32.55;-19.88;0
1.32;-9.52;-10.74;-49.95;-35.93;-21.85;0
1.61;-10.03;-10.23;-42.04;-36.52;-30.15;0
0.81;-10.05;-10.08;-30.11;-30.92;-34.79;0
0.07;-9.69;-10.59;-22.25;-23.78;-35.28;0
-0.17;-9.34;-11.28;-22.33;-16.17;-35.23;0
-0.46;-9.15;-11.61;-27.41;-10.15;-33.48;0
-0.43;-9.03;-11.4;-32.59;-3.88;-32.64;0
-0.33;-9.07;-11.03;-33.77;2.62;-31.24;0
-0.19;-9.3;-11.04;-30.13;6.8;-32.69;0
0.36;-9.15;-11.52;-24.06;6.65;-35.75;0
1.37;-9.19;-12.05;-22.73;2.05;-37.64;0
2.26;-9.19;-12.38;-23.5;-0.96;-43.38;0
2.31;-9.37;-11.96;-22.8;-2.1;-50.14;0
1.6;-9.57;-11.54;-19.85;-2.5;-55.3;0
0.34;-9.92;-11.03;-17.8;-3.12;-56.12;0
-1.15;-10.22;-10.37;-18.79;-4.1;-51.14;0
-2.05;-10.34;-10.03;-22.07;-0.52;-42.5;0
-2.52;-10.2;-9.93;-25.72;8.53;-35.45;0
-2.92;-10.3;-10;-27.99;18.15;-32.02;0
-2.76;-10.53;-9.66;-25.02;22.13;-29.47;0
-2.59;-11.05;-9.43;-16.13;20.05;-27.62;0
-2.31;-11.26;-9.08;-5.96;14.5;-22.98;0
-2.21;-11.02;-8.38;2.79;12.45;-16.84;0
-2.3;-10.55;-7.96;11.34;14.85;-10.63;0
-2.98;-10.15;-7.83;22.08;18.19;-3.3;0
-4.57;-10.31;-7.87;34.14;19.25;9.15;0
-6.69;-11.65;-7.91;49.08;19.17;29.92;0
-8.01;-12.66;-7.53;67.44;23.49;54.67;0
-8.36;-12.28;-7.66;82.03;29.44;76.1;0
-8.6;-11.74;-8.08;87.12;26.22;95.41;0
-8.49;-11.6;-7.42;86.48;0.06;117.09;0
-7.14;-11.8;-7.53;90.43;-17.72;135.18;0
-5.22;-12.52;-8.75;97.7;-35.58;145.7;0
-1.76;-12.76;-11.25;93.85;-35.13;150.79;0
0.18;-12.56;-11.71;72.55;-23.89;155.33;0
1.4;-13.72;-11.87;53.74;-23.16;161.59;0
3.78;-15.92;-12.7;55.87;-60.13;154.68;0
7.01;-18.01;-13.99;72.65;-74.54;132.73;0
7.07;-15.27;-12.09;102.39;-69.1;118.5;0
3.75;-11.94;-10.92;118.42;-45.27;111.99;0
-0.2;-11.7;-10.91;110.97;-4.92;107.22;0
-2.97;-12.06;-10.29;87.59;30.38;110.89;0
-2.69;-12.21;-9.42;72.83;36.33;118.76;0
0.04;-12.12;-9.62;71.21;19.6;115.98;0
1.51;-11.3;-10.52;75.07;5.15;106.56;0
2.47;-10.57;-11.26;74.47;-4.97;92.01;0
2.32;-9.27;-11.23;66.34;-17.86;79.4;0
1.58;-8.82;-11.16;56.39;-29.2;71.7;0
1.61;-7.83;-10.92;46.57;-38.36;65.31;0
1.12;-7.4;-10.95;38.74;-51.87;57.05;0
0.82;-6.54;-11.65;28.92;-64.52;47.38;0
0.79;-5.74;-12.09;18.95;-71.49;39.41;0
1.24;-5.13;-12.12;8.08;-72.6;30.97;0
1.8;-4.76;-12.36;-3.31;-69.92;20.93;0
2.45;-3.96;-12.36;-14.48;-60.75;10.5;0
3.16;-3.4;-12.21;-24.12;-49.55;-0.58;0
3.18;-2.85;-11.85;-32.94;-37.91;-13.82;0
3.04;-2.53;-11.12;-44.13;-24.49;-27.88;0
3.28;-2.95;-9.8;-56.5;-9.1;-40.16;0
3.17;-4.53;-7.55;-64.57;-12.42;-55.03;0
1.95;-6.06;-6.33;-63.98;-24.91;-67.19;0
0.17;-7.82;-4.83;-66.46;-45.23;-74.73;0
-2.74;-9.47;-3.53;-65.92;-71.26;-82.37;0
-6.06;-11.31;-3.42;-65.05;-104.3;-90.88;0
-9.42;-12.66;-4.03;-67.24;-120.1;-91.04;0
-12.84;-13.35;-5.73;-74.73;-67.4;-76.27;0
-15.69;-13.69;-5.28;-80.53;34.08;-42.59;0
-13.22;-11.9;-2.89;-65.62;124.28;-2.53;0
-7.95;-9.63;-4.74;-43.14;171.64;14.46;0
-3.45;-7.24;-8.22;-26.85;180.81;18.92;0
3.03;-7.6;-12.43;-30.37;175.04;8.99;0
12.65;-15.25;-17.17;-73.81;137.81;-40.21;0
14.75;-19.55;-13.38;-125.61;13.3;-94.67;0
6.78;-19.55;-2.26;-115.11;-105.52;-96.53;0
-3.77;-19.55;6.1;9.05;-124.88;-53;0
-2.59;-15.66;-3.36;92.3;-96.2;-36.11;0
-1.14;-12.38;-13.84;109.4;-31.85;-31.44;0
0.59;-8.09;-20.9;82.11;72.16;-25.1;0
2.62;-3.25;-22.65;18.89;162.87;-24.25;0
3.84;-0.62;-20.94;-66.6;192.27;-28.5;0
4.28;-0.41;-16.41;-139.32;171.86;-38.01;0
4.21;-2.97;-9.35;-165;122.16;-50.75;0
4.17;-8.08;-2.66;-117.7;64.47;-68.08;0
3.29;-11.27;-3.93;-33.6;25.66;-78.68;0
2.57;-12.74;-9.23;20.15;5.9;-88.28;0
0.61;-15.05;-14.61;28.67;-5.28;-92.95;0
-3.19;-14.05;-16.08;7.37;-12.72;-90.94;0
-7.31;-10.92;-14.61;-20.88;-19.24;-74.63;0
-9.69;-9.4;-12.33;-41.81;-3.56;-44.64;0
-7.82;-8.66;-10.41;-48.38;15.06;-18.66;0
-3.6;-8.81;-10.32;-50.64;22.26;-15.82;0
-0.95;-8.73;-10.41;-52.4;24.11;-23.32;0
0.2;-8.6;-10.2;-55.75;17.66;-24.34;0
1.53;-9.44;-9.93;-56.36;7.65;-31.05;0
1.74;-10.05;-9.52;-51.11;6.85;-38.52;0
1.13;-10.08;-9.35;-37.22;15.47;-44.01;0
0.16;-9.72;-10.19;-22.75;25.45;-46.86;0
-0.81;-9.36;-11.39;-14.01;22.74;-48.14;0
-1.11;-9.39;-12.75;-12.76;11;-50.18;0
-1.23;-9.36;-13.66;-20.11;0.2;-51.65;0
-1.14;-9.31;-13.62;-29.63;-4.56;-51.49;0
-0.56;-9.47;-12.66;-34.62;-4.42;-50.78;0
0.11;-9.65;-11.65;-31.87;-2.47;-52.11;0
0.23;-9.8;-11.11;-24.34;-1.49;-54.88;0
-0.53;-9.97;-11.1;-20.73;-2.68;-56.17;0
-1.83;-9.87;-10.53;-22.93;-2.81;-53.33;0
-3.02;-9.49;-9.84;-27.42;2.61;-48.79;0
-3.89;-9.13;-9.52;-29.86;8.62;-42.28;0
-3.93;-9.75;-9.51;-29.66;8.34;-35.24;0
-2.91;-10.41;-9.51;-26.28;2.15;-31.29;0
-1.73;-10.8;-9.19;-19.34;-4.2;-29.03;0
-0.89;-10.82;-8.5;-9.61;-5.03;-26.74;0
-0.38;-10.7;-7.7;3.31;-0.34;-22.82;0
-0.43;-10.1;-7.47;18.3;7.48;-17.41;0
-1.37;-9.5;-8.21;32.14;14.18;-9.84;0
-3.23;-9.49;-9.22;41.37;16.5;2.32;0
-5.48;-10.83;-9.65;46.7;14.38;20.64;0
-7.36;-12.79;-9.54;57.03;17.87;44.47;0
-7.76;-12.98;-9.21;70.5;25.05;66.92;0
-7.76;-12.14;-9.45;75.27;20.99;84.53;0
-7.21;-11.38;-8.16;76.3;2.13;105.86;0
-6.32;-11.83;-7.7;88.52;-20.44;128.12;0
-4.32;-12.94;-8.96;103.48;-31.2;147.53;0
-1.16;-13.35;-11.98;103.67;-18.46;158.25;0
0.91;-13.5;-13.02;82.2;-6.01;162.47;0
2.27;-14.65;-13.42;50.93;-3.37;162.15;0
3.9;-16.43;-13.07;26.16;-27.39;152.83;0
5.51;-16.48;-12.37;43.96;-59.47;138.1;0
5.52;-15.3;-9.64;97.23;-71.33;129.08;0
4.39;-14.36;-10.87;120.89;-56.66;116.01;0
1.55;-13.12;-12.26;113.22;-49.44;100.34;0
-1.74;-11.01;-11.71;84.92;-25.61;93.19;0
-3.29;-10.49;-10.36;67.5;-8.68;104.07;0
-0.48;-10.44;-11.12;62.37;-13.8;110.52;0
1.46;-10.2;-11.88;56.87;-25.88;104.87;0
1.57;-9.5;-11.81;51.89;-37.47;97.19;0
1.5;-9.6;-11.63;46.16;-49.4;89.1;0
1.21;-9.27;-11.15;42.5;-58.73;84.94;0
1.1;-9.17;-10.51;39.18;-70.42;79.06;0
1.3;-9.37;-10.4;34.98;-83.91;74.21;0
1.16;-8.48;-10.27;30.31;-98.65;65.21;0
1.24;-7.37;-10.96;27.37;-101.23;58.08;0
1.76;-6.16;-11.48;24.31;-96.81;50.72;0
2.55;-5.11;-12.04;18.03;-83.59;40.59;0
3.13;-4.18;-12.21;9.24;-67.2;28.42;0
3.71;-3.49;-12.06;-1.55;-50.13;15.34;0
3.93;-3.09;-11.74;-12.94;-33.6;2.5;0
3.64;-3.12;-11.12;-23.74;-20.9;-10.98;0
3.24;-3.63;-9.92;-35.2;-13.1;-24.53;0
2.79;-4.41;-8.76;-42.61;-12.33;-36.89;0
2.17;-5.18;-8.27;-50.28;-17.91;-47.95;0
0.68;-5.94;-7.61;-62.48;-30.93;-59.86;0
-1.2;-6.98;-6.68;-74.2;-41.71;-70.34;0
-3.73;-8.02;-5.7;-82.06;-52.08;-80.21;0
-5.59;-9.65;-4.83;-84.12;-50.9;-86.5;0
-7.53;-11.49;-4.47;-84.92;-24.88;-90.49;0
-9.42;-12.38;-5.1;-85.72;21.74;-86.19;0
-10.16;-13.03;-5.61;-78.19;79.02;-69.04;0
-8.64;-12.26;-6.25;-64.11;119.18;-46.17;0
-6.78;-10.81;-7.39;-50.95;141.38;-29.14;0
-3.89;-10.23;-9.59;-44.45;145.9;-13.59;0
1.77;-12.34;-12.6;-52.55;142.87;-18.35;0
7.4;-17.62;-14.44;-80.47;118.17;-45.96;0
9.52;-19.55;-10.84;-109.42;43.45;-76.44;0
3.83;-19.55;-1.08;-95.93;-48.41;-75.24;0
-3.55;-19.34;3.27;6.42;-63.41;-40.79;0
-1.91;-12.75;-5.34;73.93;-37.28;-23.4;0
-0.18;-8.77;-13.7;89.76;16.84;-15.66;0
1.79;-5.09;-19.59;60.47;84.93;-16.75;0
3.47;-1.98;-21.49;-0.08;140.34;-25.57;0
4.59;0.06;-19.6;-70.87;157.01;-37.43;0
5.04;-0.44;-15.34;-122.05;132.57;-48.75;0
5.24;-4.03;-9.81;-128.99;87.42;-64.29;0
4.33;-8.92;-6.55;-80.64;50.98;-76.64;0
2.81;-11.16;-8.77;-19.84;37.02;-85.31;0
0.92;-14.69;-12.97;3.32;23.82;-88.03;0
-2.66;-18.62;-15.4;-9.14;13.1;-85.5;0
-7.15;-13.72;-14.07;-29.92;12.67;-81.87;0
-9.01;-9.04;-11.02;-44.11;14.42;-61.72;0
-7.63;-7.62;-9.28;-49.73;9.2;-39.88;0
-4.81;-7.69;-9.05;-49.07;1.18;-30.8;0
-1.93;-8.12;-9.35;-46.89;4.5;-26.57;0
0.35;-8.94;-9.96;-44.5;0.09;-28.29;0
2.44;-9.61;-10.76;-44.75;-1.79;-32.75;0
3.83;-10.43;-11.58;-43.21;-5.02;-40.13;0
3.46;-10.85;-11.95;-35.83;-3.3;-48.79;0
2;-10.52;-12.23;-26.51;5.65;-53.4;0
-0.08;-10.36;-12.42;-22.34;13.13;-55.19;0
-1.57;-10.46;-12.15;-24.99;17.24;-53.55;0
-1.96;-10.18;-11.67;-29.81;19.24;-51.6;0
-1.35;-9.85;-10.84;-31.6;17.87;-49.51;0
-0.36;-9.93;-10.08;-27.8;17.25;-49.18;0
0.3;-10.08;-9.83;-20.03;17.45;-49.72;0
-0.06;-10.16;-9.94;-12.78;23.35;-50.63;0
-1.17;-9.89;-10.07;-8.18;31.54;-50.27;0
-2.49;-9.13;-9.85;-5.47;41.5;-46.87;0
-3.8;-8.5;-9.4;-2.79;48;-44.7;0
-5.09;-8.52;-9.38;-0.73;46.35;-41.33;0
-5.69;-9.35;-9.46;0.24;35.6;-36.04;0
-5.53;-10.33;-8.83;0.19;25.55;-28.43;0
-4.93;-10.94;-7.54;6.23;20.99;-20.72;0
-4.66;-11.18;-6.24;23.73;17.95;-15.32;0
-5.59;-10.71;-6.09;46.67;15.9;-7.32;0
-7;-9.91;-6.56;62.97;13.33;8.68;0
-8.45;-10.09;-6.83;71.41;7.7;35.26;0
-9.71;-12.17;-5.96;80.26;-9.38;65.63;0
-10.09;-13.45;-5.19;94.96;-25.83;93.18;0
-8.76;-12.61;-6.34;108.35;-35.55;117.19;0
-7.04;-12.47;-9.72;118.92;-35.26;136.85;0
-4.42;-12.82;-12.56;118.22;-33.27;151.1;0
-2.15;-13.88;-12.95;99.9;-34.61;175.21;0
0.2;-16.2;-14.03;66.77;-38.22;199.76;0
3.18;-19.55;-15.51;28.28;-93.82;192.36;0
6.73;-19.55;-17.44;20.41;-120.84;155.05;0
4.52;-16.05;-12.13;57.73;-91.8;140.27;0
1.93;-14.89;-8.81;106.61;-68.03;153.99;0
1.09;-15.4;-9.95;117.06;-29.81;148.2;0
1.26;-16.67;-10.36;107.11;1.62;142.6;0
0.86;-13.72;-11.06;96.86;-10.89;136.06;0
1.75;-12.04;-12.49;84.63;-11.46;131.67;0
2.64;-9.89;-12.96;68.44;-22.42;122.41;0
2.46;-9.01;-12.73;58.61;-27.23;116.15;0
2.73;-8.16;-12.37;49.56;-28.12;109.76;0
2.1;-7.79;-11.78;41.12;-37.4;100.83;0
1.66;-7.32;-11.36;32.21;-56.82;92.8;0
1.84;-6.86;-11.1;22.79;-80.11;86.79;0
2.65;-6.56;-11.11;14.01;-98.55;76.47;0
2.98;-5.83;-11.4;5.94;-116.59;60.96;0
3.12;-5.21;-11.69;-0.88;-133.09;43.57;0
3.57;-4.24;-12.18;-5.71;-141.7;26.15;0
4.05;-3.8;-12.8;-11.37;-138.32;11.48;0
4.43;-2.64;-13.23;-16.02;-123.52;-3.96;0
4.77;-1.41;-12.97;-24.33;-103.13;-19.08;0
6.53;-0.96;-12.71;-37.91;-53.4;-32.87;0
7.65;-1.71;-11.44;-53.89;7.19;-53.29;0
7.65;-3.53;-8.91;-65.24;43.87;-78.91;0
6.4;-6.75;-5.91;-70.38;49.41;-98.82;0
-0.38;-9.47;-0.29;-68.53;-5.26;-114.55;0
-5.8;-12.2;-0.4;-59.42;-69.97;-121.82;0
-8.5;-15.3;-2.02;-60.8;-96.97;-113.44;0
-12.28;-17.2;-6.5;-93.67;-40.63;-101.91;0
-17.88;-16.95;-7.08;-118.67;92.98;-63.74;0
-16.04;-14.2;-3.89;-100.37;227.66;3.02;0
-9.47;-9.39;-4.07;-62.55;254.27;33.24;0
-4.27;-5.56;-7.85;-42.38;254.27;37.19;0
3.26;-4.64;-11.44;-47.33;254.27;22.84;0
14.77;-13.55;-15.33;-101.08;217.06;-40.63;0
18.63;-19.55;-11.72;-159.86;53.52;-112.21;0
7.96;-19.55;0.12;-133.74;-72.26;-119.66;0
-4.86;-19.55;2.69;24.61;-66.06;-65.17;0
-4.26;-14.23;-6.04;110.59;-58.33;-47.73;0
-2.71;-10.23;-16.35;116.85;-4.68;-44.63;0
-0.98;-5.38;-22.34;77.2;86.35;-41.98;0
1.3;-1.23;-23.82;10.31;163.54;-51.56;0
2.53;-0.14;-22.52;-68.24;178.64;-62.02;0
4.04;-1.14;-19.33;-131.81;150.12;-75.56;0
4.43;-5.1;-13.71;-158.18;74.67;-79.33;0
4.04;-10.19;-7.69;-129.56;-0.12;-79.11;0
1.25;-14.25;-7.16;-62.15;-30.64;-81.27;0
-2.27;-15.91;-10.3;-14.02;-19.11;-70.5;0
-5.4;-14.74;-12.51;-8.49;14.65;-64.85;0
-6.23;-10.09;-12.39;-30.05;31.51;-63.62;0
-5.97;-7.09;-10.78;-57.85;21.86;-52.11;0
-4.56;-6.71;-9.04;-74.93;14.34;-37.17;0
-1.74;-7.86;-7.17;-70.88;18.72;-27.56;0
0.93;-9.52;-6.9;-49.36;21.8;-30.76;0
2.28;-10.24;-8.57;-27.62;24.83;-39.05;0
2.93;-10.25;-11.3;-17.6;29.86;-44.58;0
3.06;-9.91;-13.45;-14.49;27.28;-52.37;0
2.29;-9.7;-14.4;-16.5;19.98;-57.56;0
1.31;-9.86;-14.08;-24.05;16.74;-61.8;0
0.39;-9.97;-12.47;-31.51;23.37;-67.43;0
-0.06;-9.95;-10.83;-33.42;34.32;-69.89;0
-0.28;-10.12;-10.61;-29.89;41.52;-71.87;0
-0.92;-10.26;-11.16;-25.7;48.12;-71.16;0
-2.03;-10.13;-11.27;-21.82;54.11;-69.44;0
-3.8;-10.31;-10.87;-16.76;53.07;-65.5;0
-5;-10.13;-10.19;-14.01;48.01;-59.83;0
-5.62;-9.92;-9.33;-13.89;41.85;-53.58;0
-5.83;-10.15;-8.36;-11.89;36.36;-46.88;0
-5.46;-10.82;-7.25;-3.45;30.4;-40.2;0
-5.09;-11.32;-6.27;10.47;29.83;-30.84;0
-5.13;-11.08;-5.74;30.16;37.7;-21.3;0
