acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;label
-4.48;-12.03;-11.67;-27.53;90.26;-41.5;1
-7.19;-13.65;-11.02;-31.38;56.39;-42.65;1
-8.08;-14.12;-10.91;-33.99;17.19;-31.08;1
-6.77;-14.94;-11.06;-31.13;-3.84;-15.58;1
-3.91;-14.3;-10.97;-21.46;-30.75;-6.26;1
-1.24;-12;-11.16;-17.76;-51.76;-4.06;1
0.19;-10.24;-12.21;-22.89;-49.52;-8.95;1
1.67;-9.3;-12.43;-32.61;-43.1;-17.81;1
2.93;-9.07;-11.69;-42.05;-30.03;-32.82;1
2.74;-10;-11.05;-45.97;-4.23;-51.16;1
1.84;-11.74;-10.87;-47.93;17.28;-70.6;1
0.53;-13.84;-10.8;-45.86;29.25;-77.96;1
-0.35;-15.04;-11.18;-46.52;31.9;-80.59;1
-1.15;-15.58;-11.48;-48.82;35.09;-80.12;1
-1.87;-15.89;-11.7;-47.05;33.07;-75.34;1
-1.87;-15.1;-11.79;-48.76;28.37;-71.02;1
-1.3;-13.77;-12.41;-48.95;29.7;-71.82;1
-0.18;-12.95;-12.94;-51.21;33.45;-81.34;1
0.23;-12.13;-13;-55.47;37.48;-90.77;1
-0.01;-12.39;-13.45;-62.86;38.33;-96.3;1
-0.21;-12.62;-13.55;-75.06;38.12;-103.27;1
-0.38;-12.56;-12.47;-86.28;38.87;-112.01;1
-0.79;-12.14;-11.29;-95.7;43.91;-116.49;1
-3.08;-11.68;-7.97;-90.68;47.99;-112.56;1
-4.27;-11.34;-5.81;-64.79;55.99;-105.77;1
-5.9;-10.25;-5.93;-37.94;56.03;-96.98;1
-7.19;-8.92;-6.54;-24.02;51.59;-85.12;1
-7.81;-7.27;-6.61;-16.89;47.57;-69.1;1
-8.36;-6.14;-6.18;-7.85;42.56;-54.88;1
-8.47;-5.42;-6.13;3.5;45.5;-41.08;1
-7.96;-4.51;-5.31;14.82;56.83;-23.92;1
-7.18;-3.95;-4.81;29.79;67.62;-4.08;1
-6.22;-3.61;-4.92;46.01;72.09;12.52;1
-5.54;-3.39;-5.44;60.08;67.78;27.65;1
-4.97;-3.4;-6.39;70.01;58.8;42.92;1
-4.26;-4.5;-7.54;74.35;56.04;57.01;1
-4.45;-5.55;-8.6;74.4;52.38;81.08;1
-4.94;-8.33;-9.61;76.88;25.74;105.27;1
-5.83;-13.86;-11.16;80.37;-22.27;114.42;1
-6.9;-19.55;-12.9;66.89;-99.01;89.7;1
-4.69;-19.55;-15.01;65;-85.32;97.28;1
-3.29;-17.19;-12.62;79.85;-80.64;108.42;1
-1.48;-14.99;-11.43;93.63;-100.23;127.92;1
0.93;-16.99;-11.48;84.98;-93.84;134.5;1
4.03;-18.96;-12.05;85.34;-43.91;121.64;1
5.72;-15.72;-12.28;93.45;7.87;93.7;1
3.22;-10.87;-10.41;93.46;15.93;78.15;1
1.32;-9.14;-10.61;84.6;8.71;90.33;1
0.39;-8.97;-10.39;79.66;16.77;104.26;1
0.62;-9.52;-9.5;81.05;18.09;103.44;1
0.12;-8.75;-9.33;81.6;13.7;102.57;1
-1.04;-8.58;-9.35;75.69;0.54;101.27;1
-2.01;-8.76;-9.52;65.39;-10.57;105.96;1
-2.2;-10.43;-9.19;59.25;-21.31;114.24;1
-1.1;-11.37;-8.86;60.47;-37.53;115.59;1
0.21;-11.34;-9.05;63.2;-52.15;108.88;1
1;-10.96;-9.72;65.26;-61.42;97.62;1
1.69;-10.89;-10.47;63.83;-60.05;86.25;1
1.71;-10.18;-10.81;56.53;-52.17;72.86;1
0.89;-9.41;-10.6;46.31;-39.61;59.66;1
0.52;-9.1;-10.24;35.4;-22.86;46.54;1
-0.1;-8.41;-9.59;24.57;-9.17;34.81;1
0.1;-8.27;-8.62;18.47;-5.7;25.57;1
0.06;-7.65;-8.32;7.59;-15.26;14.81;1
-0.18;-6.82;-7.66;-3.21;-34.94;2.16;1
-0.38;-5.72;-7.78;-15.24;-52.72;-12.77;1
-0.92;-5.22;-8.4;-28.21;-62.58;-33.85;1
-1.68;-5.24;-9.16;-41.28;-67.94;-51.94;1
-2.98;-4.96;-9.29;-54.79;-67.46;-58.93;1
-3.91;-4.38;-8.91;-67.53;-58.7;-59.48;1
-4.92;-4.05;-8.33;-80.44;-42.27;-58.11;1
-5.61;-4.05;-8.27;-92.6;-25.22;-55.77;1
-6.2;-4.28;-8.75;-106.84;-15.76;-55.11;1
-6.11;-5.15;-8.58;-121.43;-15.24;-55.73;1
-5.09;-6.77;-6.85;-126.18;-27.3;-59;1
-3.57;-8.72;-4.13;-107.83;-49.2;-67.13;1
-3.01;-9.96;-2.24;-76.45;-70.37;-72.74;1
-4.26;-10.59;-2.5;-48.53;-75.26;-73.5;1
-6.04;-9.81;-5.79;-35.58;-46.14;-65.38;1
-5.65;-8.06;-9.53;-36.91;-7.34;-48.59;1
0.08;-6.01;-12.92;-52.26;-12.41;-36.22;1
7.22;-5.9;-14.74;-77.02;-37.24;-37.95;1
13.9;-12.14;-14.71;-106.88;-36.89;-57.29;1
17.07;-19.55;-10.62;-118.47;-39.15;-96.79;1
-0.56;-19.55;1.03;-30.03;-31.62;-79.82;1
-7.72;-19.55;-2.25;43.73;2.09;-28.87;1
-5.88;-12.16;-10.42;55.96;88.74;22.31;1
0.91;-4.25;-14.25;22.25;109.87;54.06;1
8.15;-0.9;-14.73;-34.97;112.2;48.98;1
11.38;-0.91;-12.72;-90.38;112.96;16.99;1
12.35;-3.46;-10.18;-104.24;110.93;-29.03;1
7.39;-6.4;-8.93;-76.09;122.45;-78.76;1
1.09;-8.91;-9.94;-40.63;126.44;-98.52;1
-3.6;-10.94;-11.43;-19.07;99.77;-101.79;1
-5.88;-12.59;-12.74;-13.82;47.94;-94.99;1
-6.7;-13.81;-13.36;-20.73;-4.19;-84.23;1
-6.33;-12.96;-13.18;-32.47;-19.62;-68.27;1
-5.31;-11.29;-11.79;-40.6;-16.37;-54.59;1
-3.62;-9.57;-10.47;-40.86;-27.22;-45.05;1
-1.92;-8.88;-9.87;-35.37;-41.43;-40.8;1
-0.59;-8.06;-10.05;-29.28;-53.07;-38.88;1
1.82;-7.08;-10.98;-31;-47.32;-39.9;1
3.15;-7;-11.62;-43.83;-38.85;-47.35;1
3.77;-7.45;-11.27;-59.79;-20.39;-58.35;1
3.53;-8.15;-10.35;-68.43;6.82;-66.27;1
2.72;-9.47;-9.52;-66.5;35.5;-72.55;1
1.04;-10.41;-9.03;-54.15;57.18;-72.53;1
-0.41;-10.74;-9.24;-39.28;66.35;-72.88;1
-1.65;-10.83;-9.97;-26.97;73.9;-67.56;1
-2.51;-10.69;-11.2;-20.15;80.04;-57.98;1
-2.62;-10.02;-12.33;-20.24;81.9;-50.01;1
-2.79;-9.08;-13.01;-22.4;77.64;-41.88;1
-2.06;-8.63;-13.84;-29.25;73.04;-39.74;1
-1.79;-8.51;-13.47;-39.64;56.96;-42.78;1
-1.76;-8.52;-13.07;-48.33;31.21;-45.03;1
-1.71;-8.79;-12.57;-59.63;10.53;-47.71;1
-2.24;-8.93;-11.54;-68.45;10.29;-47.17;1
-2.61;-8.96;-10.42;-71.6;25.24;-41.91;1
-2.07;-9.08;-9.36;-64.34;36.29;-33.19;1
-1.39;-9.93;-8.25;-42.86;34.77;-24.01;1
-0.8;-11.03;-8.15;-17.97;33.09;-19.04;1
-1.49;-11.92;-7.71;-1.11;42.97;-15.56;1
-3.97;-11.95;-6.52;13.81;67.73;-4.54;1
-6.19;-11.19;-6.03;28.94;90.35;14.71;1
-8.19;-10.54;-6.46;44.3;95.22;37.57;1
-10.11;-10.29;-6.85;59.66;74.33;61.31;1
-10.68;-10.29;-6.68;75.59;43.84;88.11;1
-9.33;-10.01;-6.99;90.53;19.23;107.7;1
-7.46;-11.13;-8.2;101.23;-6.59;118.22;1
-5.13;-12.75;-9.23;94.07;-26.55;132.04;1
-2.68;-17.44;-10.47;75.22;-6.94;137.6;1
0.53;-19.55;-11.94;73.75;15.06;136.78;1
3.63;-19.38;-12.25;101.66;-22.52;131.76;1
3.96;-17.89;-13.13;118.72;-66.13;128.68;1
2.55;-16.86;-14.96;126.01;-87.29;122.47;1
0.7;-16.74;-15.35;120.71;-83.6;114.11;1
-0.99;-17.53;-15.13;99.34;-60.51;109.31;1
-3.48;-16.62;-12.46;71.12;-40.04;119.76;1
-4.05;-16.52;-9.73;66.13;4.67;151.01;1
-0.11;-16.76;-7.83;85.79;21.63;164.41;1
3.25;-14.85;-8.04;98.1;4.54;161.18;1
3.64;-13.41;-9.41;96.87;-13.68;154.31;1
1.58;-11.95;-10.28;85.32;-40.17;146.81;1
0.13;-11.41;-9.75;75.89;-58.21;145.89;1
0.16;-10.54;-8.95;75.69;-76.81;141.7;1
0.83;-9.48;-8.84;78.08;-95.13;133.4;1
2.33;-8.06;-9.95;77.58;-104.09;118.58;1
3.55;-6.16;-10.81;67.87;-98.19;99.88;1
4.04;-5.04;-10.87;54.29;-91.13;81.82;1
4.32;-4.16;-10.43;40.29;-81.25;64.27;1
4.04;-3.57;-9.78;29.6;-78.84;48.31;1
3.54;-3.03;-9.84;22.64;-82.31;34.88;1
2.87;-2.42;-10.38;14.63;-86.1;22.92;1
2.42;-2.1;-11.04;6.29;-88.36;12.93;1
1.6;-1.43;-11.41;-7.15;-86.78;7.18;1
1.19;-0.99;-11.4;-22.66;-83.82;2.67;1
0.65;-0.67;-10.53;-39.86;-78.24;-5.4;1
-0.22;-1.03;-9.42;-50.57;-70.86;-17.53;1
-1.73;-1.84;-7.98;-58.42;-65.91;-30.18;1
-3.37;-2.22;-6.67;-65.15;-66.08;-40.85;1
-4.72;-2.88;-6.28;-70.72;-72.98;-49.57;1
-5.11;-3.84;-6.68;-77.18;-81.46;-56.07;1
-4.96;-4.93;-7.01;-85.26;-84.33;-58.64;1
-4.34;-7.05;-6.85;-91.87;-78.03;-54.96;1
-3.54;-9.62;-5.49;-98.67;-61.37;-44.54;1
-2.13;-13.21;-3.81;-100.88;-29.74;-33.26;1
-2.1;-16.05;-3.01;-99.58;27.38;-26.71;1
-3.23;-17.5;-2.94;-90.47;107.19;-26.59;1
-3.17;-19.55;-5.8;-83.92;150.08;-14.36;1
0.27;-19.55;-8.76;-98.77;128.53;-9.53;1
3.75;-19.55;-9.78;-84.43;107.64;-12.5;1
1.49;-19.55;-7.69;-9.6;64.45;1.14;1
3.6;-10.34;-10.33;28.05;-23.49;18.64;1
6.34;-4.68;-12.74;19.81;-31.19;22;1
7.07;-2.1;-14.36;-3.11;11.6;19.8;1
9.53;-0.2;-14.68;-39.45;81.15;0.87;1
10.83;-1.98;-15.11;-71.24;138.34;-33.71;1
10.35;-6.58;-15.06;-91.86;141.02;-80.26;1
6.99;-12.52;-13.67;-102.97;115.8;-122.14;1
1.28;-16.41;-10.35;-94.3;108.3;-148.88;1
-2.75;-18.64;-8.99;-56.57;109.99;-151.59;1
-5.21;-18.56;-10.23;-25.47;76.4;-130.38;1
-6.73;-14.59;-11.92;-24.75;61.99;-90.27;1
-5.4;-10.66;-12.39;-37.76;67.61;-65.4;1
-3.79;-9.19;-12.41;-47.37;65.41;-64.44;1
-3.87;-8.4;-12.71;-52.67;53.25;-64.28;1
-4.26;-6.9;-12.41;-57.15;30.61;-63.27;1
-3.97;-5.8;-11.97;-63.89;0.48;-64.72;1
-2.81;-5.34;-11.71;-71.25;-22.26;-71.67;1
-1.59;-5.86;-11.26;-80.24;-36.1;-84.24;1
-1.08;-6.62;-10.63;-84.65;-41.54;-94.72;1
-0.6;-8.13;-9.91;-84.21;-37.88;-97.22;1
-0.22;-9.11;-9.17;-77.87;-27.38;-92.56;1
-0.44;-10.44;-9.14;-70.47;-18.01;-84.77;1
-0.31;-10.69;-9.59;-64.66;2.99;-69.66;1
1;-10.69;-10.45;-61.61;37.91;-57.23;1
2.58;-10.13;-11.04;-60.5;64.26;-54.93;1
3.27;-9.5;-10.9;-60.67;80.16;-61.58;1
1.88;-9.18;-10.27;-57.12;92.7;-70.23;1
-0.7;-9.37;-9.58;-45.5;98.8;-71.69;1
-2.31;-9.2;-9.55;-28.6;94.84;-68.33;1
-3;-9;-10.56;-16.64;86.51;-67.29;1
-3.9;-8.64;-11.48;-13.04;80.64;-62.27;1
-4.55;-8.63;-12.34;-18.78;77.82;-55.29;1
-4.66;-9.05;-13.09;-32.54;75.4;-47.21;1
-4.11;-9.7;-11.91;-43.95;62.67;-39.24;1
-3.07;-9.43;-9.5;-40.6;55.65;-35.05;1
-2.15;-8.8;-7.57;-14.39;42.36;-39.23;1
-3.31;-8.65;-9.53;8.6;35.49;-41.02;1
-5.04;-9.37;-11.5;17.82;23.23;-34.2;1
-6.58;-10.36;-12.46;18.89;4.34;-17.77;1
-8.36;-11.69;-12.27;20.05;-13.78;7.24;1
-9.59;-13.29;-10.47;20.33;-22.87;41.36;1
-8.78;-15.77;-7.29;28.66;-23;70.4;1
-8.22;-15.96;-5.67;60.12;-32.52;93.28;1
-5.63;-13.96;-8.05;88.5;-43.52;110.78;1
-3.17;-13.41;-9.9;92.56;-47.48;120.86;1
-1.62;-14.3;-11.02;87.91;-30.44;131.61;1
-0.62;-15.23;-12.12;76.27;-13.32;145.21;1
0.12;-16.61;-12.77;70.55;-19.5;153.76;1
0.53;-19.49;-12.54;73.69;-42.22;153.47;1
0.57;-19.55;-10.92;90.97;-49.51;154.9;1
1.24;-19.55;-9.61;112.87;-59.91;165.57;1
1;-19.3;-10.07;123.43;-66.94;169.3;1
1.1;-19.37;-10.82;122.72;-72.71;174.37;1
2.2;-18.83;-12.18;120.45;-48.1;176.86;1
3.7;-17.32;-12.65;117.42;-28.59;175.42;1
4.1;-15.83;-12.41;109.18;-25.45;163.6;1
4.56;-13.95;-11.53;102.31;-20.7;159.24;1
4.35;-12.44;-10.91;103.37;-11.55;158.19;1
4.4;-10.62;-10.34;102.35;-3.36;146.89;1
3.5;-8.97;-10.07;98.43;-11.99;133;1
1.95;-8.26;-10.21;93.87;-34;124.31;1
1.33;-7.51;-10.29;84.85;-51.68;118.44;1
0.73;-6.78;-10.39;77.3;-66.41;111.02;1
0.9;-6.28;-10.62;69.45;-74;103.63;1
1.74;-5.75;-11.05;64.48;-84.76;92.99;1
2.8;-4.82;-11.76;59.79;-90.68;75.31;1
3.51;-3.9;-12.58;51.87;-88.6;59.02;1
3.82;-3.39;-12.67;39.73;-87.17;44.02;1
3.56;-2.99;-12.19;27.44;-92.16;29.79;1
2.78;-2.68;-11.5;17.74;-99.94;17.08;1
1.37;-2.15;-11.04;10.53;-98.13;7.39;1
0.77;-1.95;-9.79;4.72;-84.28;3.34;1
-0.38;-1.67;-8.59;-6.01;-65.37;-1.15;1
-2.4;-1.75;-6.82;-20.75;-50.48;-6.43;1
-4.72;-2.16;-5.08;-35.96;-38.97;-11.72;1
-7.62;-3.45;-2.63;-45.53;-20.19;-11.54;1
-10.62;-5.25;-1.12;-46.25;10.97;-8.5;1
-10.64;-5.61;-2.56;-46.66;34.35;-9.33;1
-7.79;-4.85;-5.6;-45.21;51.06;-16.72;1
-5.18;-4.46;-8.53;-36.31;69.9;-30.3;1
-0.64;-4.16;-11.59;-32.82;98.19;-30.24;1
4.43;-3.12;-7.93;-57.88;105.74;-23.66;1
6.57;-5.44;0.61;-70.04;68.08;-36.3;1
-0.73;-14.54;-6.29;-31.96;86.3;-44.82;1
-6.1;-19.38;-15.88;-28.33;115.41;-50.24;1
-2.98;-19.55;-14.98;-74.43;67.11;-42.49;1
0.16;-19.55;-9.33;-73.73;30.26;-27.19;1
1.42;-15.71;-9.96;-18.75;13.33;-4.66;1
5.69;-5.94;-10.65;-13.5;-37.42;0.26;1
8.11;-2.64;-11.83;-37.28;-8.1;-30.21;1
6.01;-3.94;-12.63;-52.45;41.41;-68.15;1
4.09;-7.38;-13.07;-67.21;61.78;-89.35;1
1.8;-10.55;-10.75;-81.48;66.81;-98.02;1
-0.07;-12.91;-7.86;-74.95;74.08;-103.26;1
-1.87;-16.07;-9.74;-50.25;70.84;-107.53;1
-1.84;-16.65;-11.73;-45.12;51.17;-106.04;1
-1.42;-15.15;-12.31;-57.97;46.04;-100.35;1
-1.61;-13.2;-12.03;-63.98;48.57;-91.46;1
-2.56;-11.86;-11.67;-64.15;41.58;-84.4;1
-2.42;-10.86;-11.92;-65;37.32;-76.92;1
-2.2;-9.89;-11.7;-67.89;29.05;-74.84;1
-1.89;-8.88;-11.79;-70.12;14.38;-80.46;1
-1.61;-8.76;-11.73;-74.67;-8.74;-92.93;1
-0.12;-7.98;-11.65;-78.07;-19.81;-105.01;1
1.39;-8.45;-11.77;-77.06;-26.55;-116.96;1
2.74;-9.11;-11.65;-75.18;-30.81;-127.33;1
3.44;-10.78;-12.12;-79.86;-23.42;-137.85;1
3.75;-12.12;-12.6;-91.4;10.51;-142.7;1
2.99;-13.08;-12.27;-104.48;45.66;-139.92;1
2.28;-12.32;-11.03;-112.1;75.05;-127.72;1
2.01;-11.54;-9.41;-100.74;89.54;-120.26;1
1.85;-12.09;-9.44;-75.56;98.74;-126.13;1
-0.09;-12.11;-11.23;-56.51;99.54;-143.3;1
-5.16;-12.72;-12.12;-53.17;107.87;-149.7;1
-9.88;-13.74;-11.97;-59.8;120.38;-142.08;1
-12.54;-12.18;-7.63;-58.15;121.19;-119.18;1
-14.26;-11.65;-3.76;-16.37;103.42;-89.5;1
-15.46;-9.55;-5.42;26.31;84.06;-62.47;1
-14.83;-6.99;-7.65;39.53;60.18;-35.33;1
-14.99;-6.35;-9.15;40.57;29.46;-0.44;1
-14.31;-7.68;-9.22;42.3;25.13;34.67;1
-11.76;-9.18;-6.78;52.85;32.08;61.58;1
-9.36;-11.25;-6.12;82.95;9.31;80.22;1
-7.77;-12.9;-8.66;101.41;-35.42;100.76;1
-6.02;-13.74;-10.7;103.25;-79.88;129.89;1
-4.24;-13.62;-11.43;95.14;-103.64;163.72;1
-2.41;-15.57;-12.83;81.83;-117.83;184.84;1
-0.03;-19.55;-12.74;63.6;-111.81;185.84;1
3.27;-19.55;-9.97;57.34;-63.37;175.05;1
5.95;-19.55;-9.92;96.51;-25.28;160.48;1
6.46;-19.55;-12.22;132.36;-40.06;145.46;1
4.77;-17.84;-13.81;132.34;-70.49;138.96;1
1.59;-17.3;-14.83;116.27;-79.35;143.55;1
-0.85;-17.27;-15.08;91.52;-62.66;158.76;1
1.06;-19.38;-14.7;60.06;-27.86;162.3;1
2.56;-14.54;-11.34;60.69;-11.73;162.04;1
3.6;-12.33;-9.37;75.88;-19.91;160.5;1
3.91;-10.72;-9.1;87.06;-32.21;156.54;1
3.33;-9.65;-9.11;89.5;-39.17;146.85;1
2.02;-8.13;-8.88;85.27;-65.36;141.7;1
2.25;-7.45;-8.98;83.3;-87.22;140.89;1
3.53;-6.51;-9.23;83.17;-105.62;134.41;1
4.12;-5.25;-9.71;85.28;-114.36;123.53;1
4.56;-4.27;-10.42;82.59;-109.54;107.1;1
4.67;-3.2;-10.93;74.45;-92.42;91.15;1
4.57;-2.33;-11.35;64.09;-74.8;73.38;1
4.89;-1.35;-11.41;51.45;-57.52;58.07;1
4.44;-0.93;-11.45;39.32;-49.62;40.06;1
3.63;-0.74;-11.8;27.54;-44.98;25.18;1
3.21;-1.19;-12.16;12.94;-39.84;9.62;1
2.38;-1.01;-12.62;-2.86;-35.04;-13.6;1
1.31;-1.44;-12.47;-22.79;-28.28;-27.63;1
0.79;-1.55;-12.4;-41.88;-22;-39.67;1
-0.32;-2.2;-11.58;-60.37;-14.07;-42.9;1
-0.44;-2.67;-10.28;-78.44;-13.51;-57.85;1
-2.37;-4.37;-8.53;-89.53;-27.74;-70.23;1
-4.42;-6.74;-6.42;-100.28;-53.21;-81.11;1
-6.73;-9.86;-4.7;-108.44;-74.35;-76.8;1
-9.03;-13.45;-3.62;-118.89;-63.5;-68.43;1
-11.4;-18.22;-0.99;-116.97;-15.2;-50.27;1
-11;-19.55;0.94;-83.73;21.52;-34.5;1
-9.77;-19.55;-2.47;-49.32;54.12;-27.44;1
-8.63;-13.93;-7.37;-20.88;136.03;-6.58;1
-3.7;-9.18;-10.97;-14.68;191.36;12.92;1
3.78;-9.38;-12.7;-60.54;132.96;18.63;1
13.53;-19.55;-12.3;-126.83;38.99;-19.57;1
4.87;-19.55;4.62;-55.3;26.05;-42.68;1
-2.92;-19.55;-2.69;51.09;17.82;-3.72;1
-1.74;-10.52;-11.81;60.24;-20.92;35.48;1
4.17;-4.05;-16.22;35.44;-22.14;65.31;1
11.1;2.86;-14.37;-18.51;0.16;53.4;1
14.31;3.76;-12.03;-55.79;69.79;-0.45;1
12.04;-0.99;-12.02;-57.06;127.5;-72.6;1
6.66;-5.9;-10.99;-49.92;138.03;-108.03;1
2.73;-9.11;-8.45;-45.99;133.83;-122.53;1
-2.01;-12.12;-8.12;-21.38;136.08;-124.92;1
-5.44;-12.95;-11.06;3.79;96.35;-121.1;1
-8.29;-14.55;-13;2.37;46.92;-104.17;1
-8.61;-14.41;-14.03;-17.08;24.34;-77.01;1
-7.11;-12.71;-14.03;-39.32;19.51;-54.04;1
-4.92;-10.68;-13.59;-51.5;-8.07;-46.4;1
-3.13;-8.61;-12.82;-57.33;-36.97;-49.95;1
-1.6;-7.36;-12.34;-57.63;-47.8;-58.99;1
-0.03;-6.6;-11.89;-57.09;-47.84;-72.01;1
2.3;-6.63;-12.2;-64.58;-41.31;-88.48;1
3.1;-7.86;-12.33;-80.11;-32.25;-102.89;1
3.42;-9.34;-12.31;-96.15;-10.6;-110.72;1
3.32;-10.74;-11.96;-106.23;11.33;-110.59;1
3.26;-11.59;-11.79;-110.02;32.34;-107.51;1
2.87;-11.83;-11.87;-102;48.03;-103.74;1
2.99;-12.01;-12.83;-94.44;68.65;-106.65;1
3.64;-13.92;-13.23;-97.55;87.83;-121.21;1
2.49;-14.96;-12.57;-111.63;104.99;-141.37;1
-2.64;-16.75;-10.72;-106.92;117.68;-134.79;1
-7.19;-17.15;-8.36;-73.23;130.99;-115.65;1
-8.69;-14.28;-7.21;-24.49;126.43;-105.25;1
-12.23;-13.35;-8.35;1.7;110.27;-95.56;1
-15.9;-11.31;-8.05;2.11;81.18;-71.46;1
-17.59;-9.85;-7.3;7.75;60.09;-32.98;1
-15.72;-10.08;-5.31;25.59;36.54;5.83;1
-13.27;-10.45;-2.86;51.79;34.87;26.18;1
-10.82;-9.29;-2.43;80.09;38.32;47.81;1
-8.36;-8.25;-5.27;100.58;34.9;62.26;1
-6.68;-8.29;-8.99;107.08;18.19;80.33;1
-6.02;-8.8;-11.17;100.24;-29.23;107.67;1
-6;-10.22;-12.15;87.4;-126.83;150.76;1
-6.19;-14.62;-13.67;78.82;-223.34;181.34;1
-6.54;-19.55;-14.25;60.41;-206.16;176.54;1
-3.41;-19.55;-13.22;50.62;-127.76;162.71;1
0.07;-19.55;-10.87;77.3;-79.79;159.41;1
