acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;label
0.58;-9.85;-14.01;-24.92;54.16;-24.64;2
1.52;-9.97;-13.62;-36.77;51.42;-24.91;2
2.28;-9.95;-12.85;-45.53;38.08;-29.33;2
1.59;-10.49;-11.38;-43.47;16.03;-36.54;2
-0.21;-10.66;-10.78;-32.84;0.75;-43.62;2
-1.74;-10.33;-10.63;-19.9;2.53;-40.77;2
-2.88;-9.83;-10.82;-12.43;-3.37;-35.06;2
-3.01;-9.51;-11.34;-14.18;-7.44;-30.79;2
-3.01;-9.4;-11.28;-23.49;-14.08;-25.06;2
-2.29;-9.6;-10.62;-32.87;-15.78;-20.66;2
-1.27;-10.04;-9.1;-32.16;-13.79;-19.88;2
-0.42;-10.48;-8.08;-18.44;-5.99;-22.49;2
-0.3;-10.18;-8.42;-5.86;2.09;-22.24;2
-0.65;-9.9;-8.67;2.44;6.89;-18.5;2
-1.03;-9.51;-8.72;10.14;13.11;-13.04;2
-2.15;-9.36;-8.82;17.52;17.24;-5.27;2
-3.7;-9.36;-8.96;25.02;21.99;7.04;2
-4.99;-9.59;-8.85;34.31;30.6;23.98;2
-5.69;-10.66;-8.77;45.05;35.15;41.96;2
-6.09;-11.46;-8.4;57.95;28.81;59.38;2
-6.37;-11.78;-8.03;69.85;9.79;74.95;2
-6.26;-11.89;-7.75;75.26;-17.28;91.22;2
-5.56;-12.33;-7.44;78.82;-42.17;103.99;2
-3.74;-13.16;-8.15;90.29;-53.98;113.54;2
-0.83;-13.1;-10;91.5;-43.17;119.31;2
1.1;-13.11;-11.03;81.65;-27.78;120.03;2
2.31;-13.44;-11.75;66.08;-6.57;117.68;2
3.24;-14.39;-12.42;55.13;14.99;113.27;2
3.59;-15.34;-13.06;65.83;16.77;110.24;2
3.47;-14.77;-13.07;89.37;-8.53;109.25;2
2.88;-13.65;-13.2;103.91;-41.84;98.83;2
0.84;-12.78;-13.01;99.3;-66.6;88.47;2
-1.84;-12.73;-12.89;85.51;-76.48;86.63;2
-3.28;-13.63;-12.13;68.78;-47.01;95.27;2
-2.19;-13.74;-11.42;59.4;-6.09;113.27;2
-1.12;-13.9;-9.43;59.76;-14.18;125.25;2
1.15;-13.6;-9.59;66.78;-26.86;114.18;2
1.78;-12.14;-10.13;69.44;-36.26;105.57;2
1.84;-10.52;-10.62;66.16;-51.69;103.22;2
2.15;-9.35;-10.51;61.08;-57.25;100.41;2
2.47;-8.14;-10.08;55.4;-63.68;94.39;2
2.01;-7.28;-9.61;52.48;-61.19;88.43;2
1.84;-6.66;-9.88;46.61;-55.71;80.83;2
1.46;-6.18;-10.14;37.56;-51.35;74.15;2
1.62;-5.77;-10.2;27.22;-48.15;67.41;2
2.08;-5.5;-10.19;18.29;-46.17;58.98;2
2.42;-5.44;-10.39;11.37;-44.79;49.3;2
2.86;-5.37;-10.59;3.63;-42.88;38.89;2
3.02;-5.22;-10.81;-4.45;-40.42;26.31;2
2.98;-4.99;-10.93;-11.5;-38.52;13.2;2
2.57;-4.7;-10.61;-18;-39.49;-0.44;2
1.93;-4.74;-10.57;-26.08;-37.66;-9.88;2
1.64;-4.65;-10.28;-34.73;-28.67;-14.68;2
0.96;-4.46;-9.61;-46.42;-20.43;-21.61;2
-0.66;-4.93;-8.26;-60.4;-15.62;-30.55;2
-2.64;-6.15;-6.63;-70.91;-13;-38.58;2
-5.03;-7.72;-5.49;-77.05;-12.61;-50.53;2
-6.93;-9.16;-5.19;-77.05;-2.64;-57.88;2
-8.14;-10.34;-5.39;-73.73;14.83;-59.63;2
-8.3;-10.92;-6.79;-67.05;36.32;-56.71;2
-7.17;-10.72;-8.77;-58.36;57.48;-48.22;2
-4.61;-9.75;-9.65;-51.4;73.27;-41.29;2
-2.6;-8.27;-10.59;-45.04;101.06;-32.14;2
-1.96;-6.54;-10.85;-49.13;121.32;-18.49;2
-0.04;-5.8;-10.88;-74.73;120.72;-9.85;2
2.52;-9.1;-8.61;-113.47;90.51;-16.99;2
1.02;-17.33;-0.62;-95.55;88.06;-30.67;2
-5.48;-19.55;0.11;-1.45;72.13;-23.41;2
-8.69;-15.68;-7.14;54.13;-15.19;-14.21;2
-6.19;-10.01;-12.73;37.83;-45.7;15.63;2
-0.07;-4.99;-12.54;-16.39;-15.28;39.47;2
5.41;-4.09;-10.82;-45.96;3.04;24.6;2
7.76;-5.38;-9.5;-33.05;15.66;-9.82;2
5.41;-7.21;-10.08;-13.89;25.47;-44.67;2
1.82;-9.01;-11.55;-6.85;42.39;-61.59;2
0.24;-10.5;-13.26;-8.6;57.48;-68.55;2
-0.8;-11.97;-14.4;-16.6;53.19;-72.65;2
-1.8;-13.3;-14.52;-31.02;37.21;-72.19;2
-2.54;-14.48;-14.13;-44.78;24.83;-67.96;2
-3.03;-14.56;-13.22;-49.53;19.35;-63.06;2
-2.91;-13.66;-12.42;-45.52;10.1;-62.37;2
-2.49;-12.8;-12.05;-41.51;-2.41;-64.04;2
-1.73;-12;-12.35;-41.31;-11.8;-66.05;2
-0.71;-11.38;-12.74;-45.27;-12.11;-69.93;2
0.35;-11.2;-13;-52.33;-6.21;-77.55;2
0.71;-11.54;-13.16;-60.66;2.14;-85.54;2
0.35;-12.43;-12.8;-67.1;1.65;-94.15;2
-0.56;-13.09;-11.93;-67.37;-1.16;-99.02;2
-1.8;-13.09;-10.84;-61.92;-8.36;-100.69;2
-2.79;-12.75;-9.53;-51.28;-12.48;-98.18;2
-3.71;-12.1;-8.94;-40.34;-4.25;-91.46;2
-4.89;-11.13;-8.43;-33.26;2.98;-79.69;2
-5.36;-9.94;-7.91;-31.84;8.51;-67.17;2
-5.47;-8.97;-7.11;-28.86;18.8;-55.38;2
-6.17;-8.7;-6.52;-22.1;26.38;-46.46;2
-7.68;-8.95;-6;-12.8;31.72;-35.99;2
-9.37;-8.76;-5.38;1.7;43.8;-21.09;2
-9.91;-7.62;-4.42;19.36;62.13;0.08;2
-9.28;-6.24;-3.67;40.49;68.74;23.08;2
-8.92;-5.02;-4.02;63.61;49.05;40.9;2
-8.3;-3.93;-4.78;80.23;19.22;55.59;2
-6.47;-3.22;-5.64;88.97;0.49;71.98;2
-4.21;-3.34;-6.82;93.98;-2.41;84.79;2
-1.59;-4.33;-8.25;91.73;19.83;92.87;2
-1.11;-5.12;-8.38;82.4;28.59;88.19;2
-2.05;-6.35;-8.29;80.92;6.53;98.92;2
-3.26;-9.39;-9.27;89.26;-29.32;118.86;2
-4.94;-13.65;-10.18;99.87;-87.06;136.45;2
-6.52;-19.55;-11.28;99.38;-151.78;150.92;2
-2.96;-19.55;-14.7;89.24;-144.7;158.57;2
-1.75;-19.55;-12.38;103.42;-99.97;159.43;2
0.89;-19.55;-12.14;127.56;-71.87;153.92;2
3.82;-19.55;-12.71;129.32;-10.84;132.77;2
2.61;-17.5;-11.49;121.5;1.66;119.25;2
0.78;-16.2;-10.58;109.41;-1.56;121.95;2
-0.4;-15.46;-9.45;98.92;-4.81;120.86;2
-1.55;-14.55;-8.87;93.72;-0.75;116.63;2
-2.14;-13.83;-9.06;84.45;-4.68;106.54;2
-1.6;-13.03;-9.96;70.75;-7.41;93.54;2
-1.24;-11.62;-10.26;54.77;-17.92;80.75;2
-1;-10.53;-10.06;40.7;-35.5;69.55;2
-0.2;-9.21;-10.42;27.3;-51.93;58.18;2
0.52;-8.17;-10.86;13.48;-70.49;43.51;2
1.06;-7.2;-11.32;2.02;-90.91;25.9;2
1.83;-5.88;-12.04;-7.3;-105.83;5.99;2
2.17;-4.57;-12.5;-18.65;-111.87;-12.31;2
2.29;-3.3;-12.57;-33.26;-109.41;-27.92;2
2.3;-2.25;-12.54;-51.21;-96.93;-42.43;2
3.02;-1.4;-12.58;-71.4;-63.91;-54.06;2
3.85;-0.38;-11.8;-88.01;-15.1;-63.44;2
3.8;-0.47;-11.15;-98.08;39.63;-69.33;2
3.52;-1.18;-10.69;-108.08;82.41;-81.62;2
2.78;-2.4;-9.83;-119.96;97.62;-91.43;2
1.75;-3.91;-8.04;-126.66;84.3;-93.17;2
0.45;-5.81;-5.29;-116.35;58.26;-89.73;2
-1.46;-7.78;-3.72;-87.5;35.9;-84.97;2
-3.81;-9.38;-3.39;-51.64;33.01;-75.17;2
-6.6;-10.74;-4.74;-14.99;69.55;-52.72;2
-9.15;-8.93;-8.87;-5.5;127.82;-18.17;2
-3.34;-5.39;-13.16;-33.63;197.45;30.67;2
5.33;-1.62;-13.54;-92.66;168.28;50.78;2
11.8;-2.32;-10.06;-137.66;125.19;51.04;2
18.51;-8.37;-3.78;-92.19;116.72;-5.22;2
9.51;-11.63;-8.99;-14.46;139.26;-75.69;2
0.09;-15.86;-14.06;17.76;64.52;-116.33;2
-3.7;-19.55;-15.29;-0.11;-31.55;-131.32;2
-7.58;-19.55;-10.36;-47.58;-30.83;-110.95;2
-12.22;-19.55;-7.81;-9.66;27.17;-35.47;2
-7.49;-15.04;-9.67;39.79;32.15;-8.3;2
-2.35;-10.16;-12.67;29.11;0.87;4.02;2
2.15;-7.86;-13.48;-10.8;-16.82;3.68;2
4.58;-7.56;-12.52;-39.46;-12.91;-8.37;2
6.23;-9.53;-12.19;-38.73;14.16;-32.29;2
5.61;-11.89;-13.15;-25.73;35.25;-59.52;2
4.16;-14.27;-14.93;-18.63;38.6;-82.63;2
2.59;-16.45;-15.92;-25.63;30.82;-106.4;2
-0.84;-16.96;-15.5;-40.89;19.41;-118.88;2
-3.78;-16.09;-13.85;-59.63;28.22;-114.69;2
-4.85;-14.11;-11.79;-72.92;36.79;-101.24;2
-3.91;-11.89;-10.17;-76.98;30.36;-83.59;2
-2.08;-11.08;-10.1;-73.03;15.2;-74.89;2
-1.38;-11.57;-10.17;-71.58;14.18;-77.9;2
-1.76;-11.95;-10.23;-73.47;29.44;-85.82;2
-3.07;-12.33;-9.33;-70.22;48.36;-92.63;2
-5.8;-12.76;-8.83;-56.24;55.5;-89.48;2
-7.73;-12.82;-8.39;-36.09;69.72;-83.59;2
-9.04;-11.42;-8.07;-18.58;85.32;-73.28;2
-10.22;-9.84;-8.62;-7.15;75.12;-56.33;2
-11.76;-8.71;-8.77;-4.28;54.01;-42.28;2
-13.55;-7.23;-7.33;-3.5;32.03;-27.51;2
-14.47;-5.46;-5.43;9.55;13.79;-7.38;2
-13.61;-3.73;-3.37;35.34;-0.65;17.56;2
-10.54;-2.77;-2.44;66.09;-33.74;41.82;2
-6.48;-2.33;-5.46;79.3;-54.56;58.41;2
-4.57;-2.14;-7.48;81.03;-50.6;71.3;2
-3.66;-2.42;-9.56;77.46;-41.56;84.04;2
-3.15;-3.31;-10.53;78.06;-48.68;93.92;2
-2.65;-5.59;-10.92;75.03;-57.59;112.41;2
-2.26;-8.49;-10.29;64.99;-53.07;131.82;2
-2.94;-12.34;-9.55;62.85;-46.52;139.18;2
-5.55;-15.57;-6.77;79.4;-95.51;129.48;2
-6.79;-19.55;-8.06;100.16;-171.48;127.15;2
-2.93;-19.55;-12.52;120.82;-168.05;138.13;2
-1.4;-19.48;-13.01;136.49;-168.09;149.73;2
0.81;-19.17;-14.87;130.27;-175.05;154.7;2
2.81;-19.55;-14.16;115.82;-119.04;149.6;2
3.41;-19.55;-9.81;118.7;-54.59;138.5;2
3.08;-19.35;-7.76;136.76;-28.42;141.24;2
1.82;-16.85;-8.24;139.24;-17.97;135.9;2
0.43;-14.7;-9.15;126.78;-4.73;127.21;2
-0.6;-13.52;-8.94;115.23;13.29;129.06;2
-0.23;-13.22;-8.81;104.85;20.29;126.99;2
-0.63;-12.5;-8.39;95.29;10.37;119.81;2
-1.21;-11.8;-8.3;85.33;-3;115.19;2
-1.71;-11;-8.94;73.27;-24.02;110.66;2
-1.87;-10.17;-10.02;56.52;-48.56;102.21;2
-1.79;-8.86;-10.48;35.49;-75.21;86.53;2
-1.5;-7.64;-10.58;20.92;-101.52;67.75;2
-0.87;-6.37;-10.89;12.94;-125.23;43.81;2
-0.06;-4.46;-11.22;4.57;-141.89;19.65;2
0.93;-2.37;-11.73;-8.18;-147.87;-3.51;2
2.07;-0.94;-12.41;-25.37;-135.5;-23.17;2
3.13;-0.03;-12.94;-48.08;-102.1;-40.1;2
2.75;0.39;-13.34;-72.34;-52.61;-47.52;2
4.04;0.23;-13.43;-91.97;2.78;-54.17;2
5.05;0.32;-13.8;-111.15;56.12;-68.35;2
5.08;-0.16;-13.22;-131.54;92.2;-87.1;2
3.71;-1.34;-12.07;-151.45;99.51;-95.24;2
2.33;-3.28;-10.07;-165.96;85.61;-96.83;2
1.32;-5.55;-6.96;-162.92;68.11;-93.56;2
-0.12;-7.97;-3.71;-130.44;63.99;-91.78;2
-2.09;-9.21;-4.09;-85.93;85.9;-87.11;2
-4.31;-9.05;-6.28;-54.72;122.77;-71.07;2
-4.21;-6.92;-7.6;-45.6;146.74;-43.68;2
-0.93;-4.61;-5.86;-53.03;150.58;-21.1;2
2.24;-2.4;-0.98;-51.28;131.22;-18.13;2
3.22;-1.76;-10.16;-41.15;79.9;-22.12;2
2.66;-1.69;-15.91;-40.44;99.33;-24.68;2
1.57;-4.9;-17.27;-38.6;119.1;-31.15;2
-0.2;-10.5;-17.29;-25.53;43.15;-50.75;2
1.19;-18.13;-18.26;-61.29;-41.32;-83.77;2
2.03;-19.55;-19.59;-131.02;-51.1;-122;2
-8.7;-19.55;-3.33;-155.56;18.65;-109.44;2
-19.7;-19.55;9.54;27.01;74.82;-8.81;2
-3.87;-13.85;-3.43;85.21;-43.62;15.23;2
3.68;-9.95;-13.77;44.19;-63.84;0.55;2
5.48;-9.41;-15.46;15.49;-66.33;-5.95;2
7.34;-9.39;-16.58;-5.41;-32.4;-24.51;2
7.46;-10.41;-17.59;-23.56;5.25;-54.33;2
7.52;-11.81;-19.08;-41.13;58.7;-87.56;2
5.07;-13.79;-18.36;-54.44;77.43;-112.87;2
1;-16.98;-17.6;-65.7;79.09;-126.31;2
-3.6;-19.24;-16.8;-83.78;76.77;-126.98;2
-7.57;-19.55;-15.16;-108.98;69.25;-117.58;2
-9.52;-17.57;-10.69;-122.02;64.95;-102;2
-8.27;-15.21;-5.08;-110.73;35.9;-86.52;2
-6.24;-14.37;-3.28;-74.18;9.89;-79.15;2
-5.61;-14.13;-5.19;-45.12;-3.59;-76.96;2
-6.18;-13.26;-7.36;-35.68;0.43;-68.16;2
-6.52;-12.12;-7.88;-37.28;18.22;-57.5;2
-6.73;-11.48;-7.09;-38.68;37.92;-50.87;2
-7.86;-10.58;-5.27;-26.84;46.54;-50.85;2
-9.67;-8.71;-4.55;-0.64;56.82;-43.05;2
-10.33;-6.72;-4.87;20.86;61.94;-27.4;2
-10.97;-4.76;-5.46;33.95;48.27;-8.73;2
-11.64;-2.97;-5.94;42.82;20.02;14.74;2
-11.05;-0.97;-6.31;51.43;-16.41;36.26;2
-10.16;1.06;-6.05;65.7;-51.95;57.83;2
-7.65;0.65;-6.79;74.98;-66.35;78.14;2
-3.11;-1.19;-7.78;69.53;-40.36;88.66;2
-0.04;-3.63;-7.4;60.76;-8.08;82.93;2
0;-4.61;-4.36;72.69;-33.01;81.7;2
-0.1;-6.13;-5.6;106.42;-67.65;89.06;2
-0.58;-7.96;-8.46;126.67;-96.3;97.08;2
-2.16;-10.45;-11.37;130.14;-120.46;110.86;2
-5.57;-14.9;-13;117.72;-149.51;140.67;2
-4.97;-19.55;-13.23;84.69;-159.75;163.74;2
0.39;-19.55;-12.17;69.71;-100.33;158.27;2
2.86;-19.55;-9.02;107.18;-57.55;151;2
3.63;-19.55;-11.91;134.17;-19.33;136.37;2
3.64;-17.5;-12.43;130.4;-8.35;116.59;2
0.94;-16.56;-10.96;118.78;-9.84;111.31;2
-2.18;-16.08;-8.94;114.78;-2.68;112.54;2
-3.33;-16.46;-8;112.89;8.03;119.7;2
-3.11;-17.17;-8.61;104.44;9.74;122.42;2
-2.78;-16.62;-9.08;88.54;3.09;118.5;2
-2.75;-14.96;-8.16;75.16;-12.33;111.02;2
-2.31;-13.03;-7.45;67.03;-38.97;101.25;2
-1.42;-10.9;-7.81;57.87;-69.78;86.43;2
-1.3;-9.26;-9.03;40.89;-92.56;67.53;2
-0.86;-8.07;-10.13;19.53;-104.75;46.12;2
-0.33;-7.08;-11.02;0.21;-108.33;25.08;2
0.49;-6.39;-11.83;-16.42;-105.26;5.01;2
1.22;-5.68;-11.95;-29.28;-103.04;-14.25;2
2.14;-5.32;-11.71;-40.84;-101.72;-31.07;2
3.29;-5;-11.67;-53.31;-90.36;-44.41;2
4.27;-4.34;-12.11;-66.5;-60.7;-54.81;2
4.97;-3.17;-12.47;-80.79;-18.46;-59.77;2
5.88;-2.12;-12.49;-95.28;29.78;-62.17;2
6.64;-1.59;-12.52;-106.92;70.76;-69.88;2
4.81;-1.76;-12.88;-119.46;109.96;-65.04;2
4.89;-1.61;-11.08;-121.79;124.76;-76.82;2
2.67;-1.87;-9.62;-123.35;120.71;-88.02;2
0.21;-2.32;-8.25;-125.42;99.9;-91.62;2
-1.63;-3.74;-5.7;-117.9;66.38;-84.62;2
-2.41;-4.79;-3.35;-95.48;38.99;-76.08;2
-3.53;-6.34;-3.08;-64.35;29.32;-64.35;2
-4.77;-6.75;-4.57;-35.18;40.28;-50.45;2
-4.91;-6.55;-7.13;-12.95;72.84;-32.73;2
-4.5;-6.16;-7.56;-3.2;122.93;-8.91;2
-3.76;-3.74;-3.9;-11.47;180.77;11.8;2
1.64;-2.79;-8.86;-15.33;158.43;26.28;2
5.95;-3.13;-14.37;-15.76;109.59;23.92;2
9.06;-5.05;-15.01;-30.37;125.26;17.56;2
11.49;-11.22;-18.06;-38.69;142.38;-20.7;2
10.04;-18.54;-20.31;-33.15;79.41;-100.98;2
6.85;-19.55;-19.13;-44.88;10.07;-161.06;2
-1.6;-19.55;-15.5;-71.3;-148.59;-157.62;2
-11.57;-19.55;-10.26;-107.47;-165.68;-114.33;2
-19.7;-19.55;-6.07;-101.21;4.32;-42.01;2
-8.66;-17.43;-6.14;-39.75;14.13;6.16;2
2.14;-16.78;-8.2;-11.35;-38.74;-3.7;2
5.76;-13.89;-10.05;-3.02;-72.91;-29.05;2
5.61;-12.3;-14.18;-6.47;-64.27;-51.75;2
5.65;-12.68;-17.42;-27.96;-22.91;-67.25;2
6.13;-13.25;-19.73;-56.79;38.07;-76.39;2
5.23;-15.48;-19.39;-92.59;80.9;-91.11;2
2.7;-18.78;-16.98;-124.6;94.6;-107.79;2
-2.02;-19.55;-11.84;-131.32;122.06;-110.12;2
-5.33;-19.55;-6.91;-92.59;134.63;-105.45;2
-7.7;-18.96;-6.17;-45.48;107.41;-100.58;2
-9.54;-14.87;-8.51;-32.47;75.78;-91.76;2
-11.13;-13.34;-9.97;-38.5;62.77;-73.55;2
-10.79;-11.83;-8.67;-43.61;56.08;-50.59;2
-8.95;-10.42;-6.2;-34.32;46.59;-31.14;2
-7.92;-9.26;-4.54;-8.92;14.93;-27.76;2
-8.17;-7.86;-5.18;17.24;-5.75;-30.54;2
-8.91;-5.75;-6.42;26.62;-1.26;-22.97;2
-8.69;-3.78;-7.41;24.88;7.25;-7.47;2
-8.07;-2.77;-7.77;23.41;7.16;6.65;2
-7.48;-1.91;-8.15;28.34;-8.88;22.12;2
-7.82;-1.35;-8.19;43.81;-31.93;36.05;2
-6.38;-1.77;-8.55;53.69;-35.44;45.96;2
-6.5;-1.45;-7.81;59.71;-35.55;62.63;2
-5.97;-2.25;-7.49;63.11;-36.68;81.79;2
-4.2;-2.94;-6.59;67.98;-35.1;92.31;2
-2.58;-4.34;-6.12;75.94;-37.14;92.5;2
-2.4;-5.15;-6.27;82.02;-51.14;96.41;2
-2.04;-6.84;-7.82;91.55;-66.7;105.41;2
-1.82;-9.58;-9.31;100.23;-106.08;115.95;2
-3.94;-14.01;-10.84;103.6;-159.17;131.43;2
-5.37;-19.55;-11.57;99.75;-184.2;158.13;2
-1.91;-19.55;-11.62;89.66;-160.75;162.14;2
1.66;-19.55;-8.18;121.33;-139.96;162.13;2
3.14;-19.55;-10.74;155.85;-96.31;152.46;2
4.01;-19.55;-12.11;161.97;-55.34;130.95;2
2.28;-18.54;-10.86;159.76;-26.88;128.88;2
2.88;-19.55;-9.58;151.29;11.57;130.53;2
1.19;-19.19;-9.1;139.21;36.51;130.72;2
-1.38;-18.2;-9.27;128.98;45.81;131.29;2
-2.61;-17.45;-9.21;119.09;46.08;133.33;2
-3.26;-16.62;-8.43;109.91;37.57;131.28;2
-3.02;-15.23;-8.18;102.95;18.36;125.05;2
-2.25;-13.07;-8.75;91.64;-13.61;114.55;2
-0.99;-10.67;-9.46;74.62;-34.91;99.24;2
-0.77;-8.82;-10;55.47;-54.61;75.42;2
-0.75;-7.63;-10.48;36.77;-66.2;50.39;2
-0.55;-7.08;-10.74;20.62;-76.3;26.77;2
-0.19;-6.92;-10.96;9.9;-88.99;5.34;2
-0.07;-6.52;-10.78;5.91;-108.54;-11.27;2
0.25;-5.6;-11.14;2.72;-131.77;-24.91;2
1.52;-4.37;-12.12;-8;-139.93;-34.69;2
3.65;-2.67;-12.96;-23.8;-119.02;-41.72;2
5.86;-0.58;-13.83;-46.54;-68.31;-47.85;2
7.31;1.15;-14.48;-72.05;1.56;-52.17;2
6.53;1.77;-14.36;-96.98;70.35;-54.3;2
5.21;1.75;-14.14;-120.66;125.9;-62.96;2
3.23;1.27;-13.12;-145.22;149.95;-78.58;2
1.39;-0.16;-11.19;-165.7;145.39;-87.23;2
0.9;-1.95;-9.56;-173.89;126.55;-95.38;2
-0.16;-4.39;-7.19;-161.73;105.66;-98.94;2
-0.49;-6.24;-6.48;-132.29;95.57;-101.85;2
-1.2;-7.63;-6.25;-97.95;88.16;-103.96;2
-2.87;-9.45;-7.34;-67.37;97.47;-94.98;2
-5.09;-10.62;-8.34;-43.8;114.99;-71.7;2
-6.26;-9.99;-7.78;-35.08;119.93;-37.35;2
-2.14;-6.92;-6.92;-48.17;114.64;-12.04;2
3.44;-5.9;-8.62;-59.75;41.67;-9.21;2
6.7;-6.79;-10.92;-56.44;22.01;-14.14;2
8.33;-8.67;-12.43;-50.75;39.04;-28.92;2
8.27;-11.71;-16.93;-41.37;82.74;-70.67;2
5.67;-15.14;-18.64;-32.58;76.91;-113.16;2
1.3;-19.55;-17.72;-65.58;20.64;-142.17;2
-6.97;-19.55;-12.86;-114.35;-54.57;-141.49;2
-18.75;-19.55;-2.67;-97.46;-6.13;-81.59;2
-14.95;-19.55;-0.12;16.3;6.28;-14.04;2
-2.13;-15.1;-8.34;42.05;-63.96;-6.82;2
2.26;-10.69;-13.49;22.53;-83.81;-14.79;2
4.69;-9.31;-17.39;-0.64;-66.39;-25.31;2
7;-9.96;-19.44;-29.55;-18.73;-51.78;2
8.4;-11.4;-21.44;-64.9;51.92;-84.21;2
8.89;-14.77;-21.38;-102.54;93.73;-129.36;2
4.48;-18.71;-19.92;-145.89;56.7;-170.64;2
-2.44;-19.55;-16.76;-189.47;20.96;-162.82;2
-10.95;-19.55;-7.71;-183.83;99.06;-113.17;2
-11.01;-19.55;-2.72;-95.17;136.88;-102.06;2
-10.23;-16.83;-5.27;-47.89;78.11;-91.37;2
-10.32;-14.25;-7.43;-45.15;56.03;-73.3;2
-12.21;-11.92;-3.88;-37.32;41.7;-53.19;2
-13.78;-10.39;-1.52;-6.32;26.93;-37.14;2
-14.52;-8.35;-2.55;32.3;34.6;-15.79;2
