acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;label
-0.21;-9.63;-8.53;0.3;2.45;-3.18;1
-0.19;-9.55;-8.5;0.35;4.14;-2.92;1
-0.05;-9.57;-8.53;0.26;3.76;-3.09;1
-0.05;-9.64;-8.4;0.73;3.77;-3.44;1
-0.17;-9.63;-8.42;0.45;4.19;-5;1
-0.21;-9.73;-8.39;0.47;3.63;-5.04;1
-0.18;-9.72;-8.39;1.16;1.89;-5.33;1
-0.04;-9.59;-8.26;0.91;0.65;-5.66;1
0.01;-9.62;-8.25;1.6;0.61;-5.57;1
0.18;-9.67;-8.33;2.5;2.67;-5.39;1
0.23;-9.57;-8.55;2.34;5.2;-5.56;1
0.17;-9.54;-8.49;1.89;8.39;-5.57;1
0.05;-9.56;-8.49;1.73;10.12;-5.66;1
0.02;-9.59;-8.51;1.8;10.93;-5.17;1
-0.07;-9.58;-8.59;1.83;11.2;-5.55;1
-0.11;-9.64;-8.54;1.87;10.68;-5.24;1
-0.17;-9.65;-8.5;1.59;11.28;-5.24;1
-0.19;-9.71;-8.51;1.6;10.06;-5.02;1
-0.11;-9.61;-8.54;1.69;9.68;-5.3;1
-0.2;-9.59;-8.52;1.97;9.72;-5.69;1
-0.2;-9.52;-8.48;2.26;7.89;-5.57;1
-0.24;-9.55;-8.56;1.77;5.79;-5.59;1
-0.28;-9.58;-8.51;2.07;5.87;-5.39;1
-0.28;-9.61;-8.7;1.61;5.87;-5.27;1
-0.26;-9.59;-8.66;1.51;4.74;-5.51;1
-0.2;-9.56;-8.52;1.93;2.93;-5.47;1
-0.15;-9.55;-8.55;1.98;1.93;-5.76;1
-0.17;-9.52;-8.64;1.58;1.25;-5.75;1
-0.18;-9.59;-8.52;0.91;1.13;-5.09;1
-0.02;-9.64;-8.49;1.43;-0.62;-5.3;1
-0.11;-9.71;-8.61;2.74;-0.66;-5.24;1
-0.07;-9.57;-8.55;2.23;0.22;-5.16;1
-0.03;-9.5;-8.49;1.31;1.03;-5.27;1
-0.13;-9.53;-8.5;1.2;-0.04;-5.04;1
-0.14;-9.61;-8.46;1.59;-2.25;-4.62;1
-0.09;-9.72;-8.53;1.39;-2.01;-4.03;1
0.08;-9.63;-8.47;1.03;-0.58;-4.31;1
0.16;-9.64;-8.44;2.18;-0.18;-5.08;1
0.09;-9.54;-8.48;2.54;-1.25;-5.13;1
0.06;-9.5;-8.49;1.69;-2.55;-5.26;1
0.05;-9.59;-8.45;0.58;-2.75;-5.56;1
0.03;-9.66;-8.48;0.69;-2.29;-5.46;1
0.17;-9.58;-8.4;1.39;-2.23;-5.14;1
0.31;-9.55;-8.26;1.17;-1.88;-5.18;1
0.27;-9.55;-8.24;0.98;-1.42;-5.45;1
0.21;-9.6;-8.27;0.65;-0.49;-5.39;1
0.14;-9.6;-8.29;0.77;-0.42;-5.1;1
0.12;-9.65;-8.34;0.82;-1.01;-4.95;1
0.19;-9.59;-8.3;1.18;-1.16;-4.39;1
0.13;-9.59;-8.29;1.54;-1.17;-4.01;1
0.13;-9.51;-8.33;1.83;-1.27;-3.45;1
0.14;-9.5;-8.34;1.4;-1.26;-3.48;1
0.17;-9.59;-8.36;0.44;-0.84;-2.8;1
0.24;-9.59;-8.31;-0.02;0.53;-2.72;1
0.25;-9.63;-8.28;0.22;0.9;-2.29;1
0.22;-9.6;-8.37;0.47;1.03;-2.17;1
0.22;-9.5;-8.43;0.66;0.96;-2.21;1
0.23;-9.54;-8.41;-0.06;0.55;-1.6;1
0.23;-9.56;-8.24;-1.08;0.18;-1.38;1
0.28;-9.68;-8.2;-1.14;-0.03;-1.21;1
0.3;-9.7;-8.18;-0.27;-0.33;-2.16;1
0.28;-9.66;-8.33;0.34;-1.5;-2.13;1
0.33;-9.56;-8.29;-0.11;-2.49;-2.08;1
0.35;-9.51;-8.31;-0.15;-2.88;-2.35;1
0.46;-9.47;-8.26;-0.3;-2.94;-2.08;1
0.41;-9.55;-8.21;-0.88;-2.82;-1.13;1
0.46;-9.62;-8.26;-0.66;-2.4;-0.79;1
0.48;-9.69;-8.3;0.17;-1.62;-0.76;1
0.48;-9.67;-8.36;0.5;-0.19;-0.67;1
0.42;-9.62;-8.38;0.26;0.15;-0.99;1
0.46;-9.55;-8.4;-0.56;-0.14;-1.01;1
0.51;-9.59;-8.31;-1.02;0.1;-1.53;1
0.42;-9.62;-8.32;-0.82;0.16;-1.46;1
0.42;-9.63;-8.35;0.11;-1.08;-1.45;1
0.36;-9.51;-8.43;0.35;-1.65;-1.3;1
0.39;-9.63;-8.49;-0.28;-1.74;-1.04;1
0.39;-9.64;-8.46;-0.62;-1.94;-1.1;1
0.42;-9.69;-8.36;-0.54;-1.78;-1.04;1
0.57;-9.62;-8.28;-0.1;-1.15;-1.02;1
0.49;-9.61;-8.38;-0.03;-1.01;-0.99;1
0.54;-9.54;-8.45;-0.02;0.32;-1.17;1
0.52;-9.63;-8.45;0.15;0.61;-1.11;1
0.39;-9.69;-8.47;0.05;0.45;-1.1;1
0.43;-9.7;-8.43;0.06;-0.14;-1.47;1
0.42;-9.61;-8.46;-0.42;-1.03;-1.93;1
0.39;-9.6;-8.26;-0.53;-1.68;-1.59;1
0.46;-9.64;-8.32;-0.47;-2.42;-1.28;1
0.47;-9.61;-8.23;-0.57;-2.68;-1.3;1
0.45;-9.66;-8.46;-0.21;-2.78;-1.01;1
0.5;-9.58;-8.38;-0.24;-2.33;-0.85;1
0.5;-9.68;-8.41;0.31;-0.71;-0.46;1
0.54;-9.68;-8.47;0.63;0.96;-0.79;1
0.5;-9.54;-8.45;0.05;0.98;-0.95;1
0.57;-9.66;-8.37;-0.37;-0.13;-0.47;1
0.45;-9.6;-8.4;-0.31;0.33;-1.03;1
0.41;-9.67;-8.42;-0.1;0.67;-0.91;1
0.36;-9.63;-8.37;0.27;0.29;-0.63;1
0.43;-9.6;-8.45;0.37;-0.44;-0.74;1
0.38;-9.58;-8.41;0.48;-0.1;-0.95;1
0.3;-9.59;-8.45;0.18;0.44;-0.24;1
0.37;-9.59;-8.37;-0.43;-0.12;-0.3;1
0.38;-9.64;-8.44;0.08;-1.19;-0.44;1
0.42;-9.6;-8.48;-0.01;-1.54;-0.68;1
0.36;-9.63;-8.47;-0.32;-1.59;-0.21;1
0.47;-9.67;-8.37;-0.37;-1.44;-0.13;1
0.59;-9.65;-8.31;-0.13;-0.66;-0.65;1
0.56;-9.59;-8.31;-0.06;-0.59;-0.3;1
0.51;-9.55;-8.43;0.34;-0.33;-0.43;1
0.46;-9.6;-8.48;0.37;0.03;-0.28;1
0.44;-9.57;-8.32;0.43;-0.47;0.23;1
0.54;-9.55;-8.36;0.19;-0.42;0.28;1
0.53;-9.69;-8.31;0.01;-0.47;0.59;1
0.56;-9.67;-8.24;0.18;0.11;0.31;1
0.58;-9.57;-8.38;0.4;0.95;0.14;1
0.47;-9.56;-8.35;0.22;0.74;0.05;1
0.58;-9.61;-8.34;-0.12;0.89;0.31;1
0.55;-9.64;-8.45;0.37;1.36;0.13;1
0.53;-9.61;-8.43;0.22;1.53;0.29;1
0.54;-9.64;-8.31;0.12;1.9;0.15;1
0.4;-9.66;-8.45;0.11;2.16;-0.17;1
0.35;-9.65;-8.46;0.3;1.84;-0.22;1
0.35;-9.7;-8.47;0.77;1.4;-0.19;1
0.43;-9.65;-8.57;0.71;0.48;-0.4;1
0.38;-9.61;-8.5;0.46;-0.66;-0.59;1
0.39;-9.58;-8.37;0.17;-1.02;-0.62;1
0.41;-9.63;-8.41;-0.03;-0.69;-0.66;1
0.36;-9.62;-8.42;-0.29;-0.36;-0.59;1
0.37;-9.66;-8.34;-0.15;0.09;-0.62;1
0.41;-9.65;-8.35;0.27;0.72;-0.43;1
0.4;-9.57;-8.36;0.38;1.25;-0.49;1
0.41;-9.59;-8.4;0.24;1.21;0.09;1
0.38;-9.54;-8.44;0.05;1.5;0.25;1
0.46;-9.55;-8.33;-0.1;2.38;0.89;1
0.52;-9.59;-8.35;0.26;2.48;1.7;1
0.55;-9.67;-8.25;1.21;3.35;1.79;1
0.43;-9.65;-8.41;1.34;3.45;1.8;1
0.44;-9.61;-8.39;0.99;2.71;1.66;1
0.41;-9.59;-8.41;0.32;1.67;1.44;1
0.41;-9.57;-8.47;-0.06;0.56;1.12;1
0.48;-9.65;-8.32;-0.1;-0.55;1.21;1
0.54;-9.72;-8.29;0.15;-0.69;0.86;1
0.63;-9.6;-8.32;0.18;-0.83;-0.04;1
0.57;-9.57;-8.39;-0.08;-1.05;-0.06;1
0.56;-9.56;-8.25;-0.24;-1.52;-0.04;1
0.56;-9.66;-8.29;-0.23;-1.27;-0.59;1
0.57;-9.63;-8.22;0.2;-0.68;-1.11;1
0.55;-9.68;-8.25;0.75;-0.27;-1.4;1
0.51;-9.62;-8.37;0.88;0.08;-0.93;1
0.45;-9.57;-8.34;0.88;1.18;-1.09;1
0.45;-9.56;-8.39;0.63;1.39;-0.69;1
0.43;-9.53;-8.27;0.26;1.25;-0.75;1
0.44;-9.61;-8.26;0.47;0.93;-0.37;1
0.33;-9.67;-8.33;0.71;0.91;-0.44;1
0.32;-9.62;-8.43;0.63;1.54;-0.37;1
0.32;-9.58;-8.39;0.25;1.53;-0.21;1
0.24;-9.61;-8.34;0.14;1.31;-0.12;1
0.22;-9.58;-8.33;-0.14;0.19;-0.19;1
0.32;-9.62;-8.37;-0.06;-1;-0.03;1
0.38;-9.6;-8.37;-0.05;-0.8;0.23;1
0.36;-9.61;-8.36;-0.13;-0.14;0.62;1
0.41;-9.59;-8.37;0.27;0.43;0.63;1
0.43;-9.58;-8.39;0.4;0.72;0.65;1
0.41;-9.6;-8.4;0.07;0.45;0.35;1
0.35;-9.53;-8.25;-0.79;0.08;0.39;1
0.48;-9.66;-8.22;-0.86;-0.06;0.67;1
0.5;-9.71;-8.25;-0.07;-0.73;0.21;1
0.5;-9.68;-8.29;0.45;-1.03;-0.26;1
0.45;-9.67;-8.54;0.24;-0.81;-0.63;1
0.42;-9.65;-8.39;-0.14;-0.61;-0.58;1
0.37;-9.52;-8.38;-0.15;-0.94;-0.71;1
0.42;-9.57;-8.4;-0.53;-1.23;-0.38;1
0.47;-9.62;-8.27;-0.4;-1.17;-0.24;1
0.48;-9.67;-8.3;-0.12;-1.19;0.14;1
0.53;-9.6;-8.38;-0.05;-0.68;0.26;1
0.45;-9.56;-8.5;-0.28;-0.48;0.11;1
0.37;-9.59;-8.26;-0.66;-0.01;0.23;1
0.38;-9.63;-8.22;-0.18;0.39;0.57;1
0.38;-9.62;-8.28;0.14;1.18;0.79;1
0.44;-9.67;-8.29;-0.24;1.53;1;1
0.49;-9.6;-8.35;-0.12;0.95;1.02;1
0.46;-9.54;-8.37;0.05;0.2;1.04;1
0.4;-9.51;-8.41;-0.05;-0.98;0.87;1
0.43;-9.52;-8.37;-0.72;-1.14;0.76;1
0.47;-9.62;-8.35;-1.19;-1.26;0.86;1
0.49;-9.75;-8.25;-0.53;-0.47;0.82;1
0.49;-9.69;-8.31;0.27;0.54;0.4;1
0.57;-9.61;-8.28;0.4;1.41;0.11;1
0.54;-9.59;-8.32;0.27;1.16;0.11;1
0.42;-9.61;-8.32;0.62;0.84;-0.01;1
0.48;-9.59;-8.34;0.34;0.42;0.23;1
0.43;-9.57;-8.42;-0.44;-0.2;0.17;1
0.46;-9.58;-8.35;-0.6;0.24;-0.1;1
0.46;-9.66;-8.32;-0.41;0.29;0.31;1
0.43;-9.65;-8.36;-0.06;-0.23;0.41;1
0.52;-9.52;-8.32;0.11;-0.33;-0.08;1
0.57;-9.62;-8.32;-0.41;0.38;0.57;1
0.49;-9.75;-8.37;-0.12;1.16;0.59;1
0.48;-9.68;-8.36;0.52;1.67;0.1;1
0.42;-9.58;-8.42;0.6;2.06;-0.55;1
0.39;-9.55;-8.45;0.31;0.97;-0.45;1
0.38;-9.47;-8.42;-0.35;0.14;-0.1;1
0.43;-9.66;-8.34;0;-0.46;0.16;1
0.42;-9.67;-8.35;0.79;-0.58;-0.22;1
0.41;-9.62;-8.37;0.76;-0.46;-0.64;1
0.38;-9.59;-8.44;0.01;-0.2;-0.86;1
0.38;-9.59;-8.37;0.06;-0.32;-0.56;1
0.4;-9.55;-8.39;-0.02;-0.41;-0.5;1
0.39;-9.57;-8.36;-0.79;-0.85;-0.5;1
0.38;-9.63;-8.23;-0.44;-1.49;-0.23;1
0.42;-9.71;-8.19;0.3;-1.06;-0.34;1
0.49;-9.66;-8.3;0.85;-0.26;-0.3;1
0.42;-9.62;-8.38;0.36;-0.48;-0.04;1
0.41;-9.56;-8.36;-0.15;-0.09;-0.11;1
0.43;-9.54;-8.33;-0.41;-0.3;0.19;1
0.42;-9.56;-8.2;-0.73;-0.51;0;1
0.43;-9.6;-8.2;-0.46;-0.64;-0.01;1
0.49;-9.65;-8.16;0.56;-0.61;-0.2;1
0.51;-9.61;-8.29;0.51;0.05;0.37;1
0.48;-9.59;-8.48;0.19;0.32;-0.02;1
0.44;-9.56;-8.45;-0.33;0.39;-0.06;1
0.39;-9.58;-8.43;-1.13;0.22;0.25;1
0.4;-9.65;-8.25;-0.98;0.52;0.31;1
0.45;-9.65;-8.28;-0.1;0.28;0.24;1
0.51;-9.6;-8.24;0.4;-0.71;0.6;1
0.5;-9.61;-8.28;0.5;-0.91;0.65;1
0.47;-9.59;-8.43;0.18;-0.18;0.31;1
0.45;-9.56;-8.37;-0.54;0.01;-0.08;1
0.39;-9.61;-8.39;-0.63;-0.06;0.05;1
0.41;-9.62;-8.39;0.02;-0.4;0.11;1
0.39;-9.62;-8.39;0.3;-0.88;0.3;1
0.38;-9.57;-8.48;0.32;-1.76;0.52;1
0.36;-9.58;-8.42;0.17;-1.76;0.35;1
0.34;-9.59;-8.4;-0.21;-2.05;1.04;1
0.34;-9.63;-8.35;-0.23;-2.06;1.05;1
0.3;-9.65;-8.42;0.13;-2.14;1.12;1
0.31;-9.62;-8.45;0.11;-1.59;1.7;1
0.43;-9.59;-8.36;0.08;-1.46;2.4;1
0.44;-9.64;-8.36;-0.11;-2.17;2.25;1
0.54;-9.64;-8.31;-0.49;-2.92;2.02;1
0.52;-9.67;-8.37;0.17;-2.63;1.47;1
0.51;-9.65;-8.45;0.14;-2.14;0.65;1
0.45;-9.44;-8.55;-0.71;-2.57;0.54;1
0.45;-9.47;-8.38;-0.89;-3.15;0.77;1
0.44;-9.58;-8.3;-0.53;-2.81;0.91;1
0.45;-9.66;-8.27;-0.2;-3.2;0.73;1
0.54;-9.63;-8.27;-0.29;-3.45;0.34;1
0.53;-9.65;-8.31;-0.06;-3.21;0.36;1
0.58;-9.61;-8.32;0.3;-2.46;0.57;1
0.49;-9.55;-8.45;0.25;-1.75;0.2;1
0.49;-9.62;-8.44;-0.01;-0.84;0.22;1
0.43;-9.6;-8.29;0.26;-0.24;0.28;1
0.51;-9.56;-8.29;0.05;0.44;0.49;1
0.46;-9.62;-8.33;-0.15;0.91;0.16;1
0.43;-9.58;-8.26;-0.07;0.9;0.23;1
0.4;-9.62;-8.35;0.47;0.9;0.65;1
0.38;-9.56;-8.38;0.32;0.69;0.73;1
0.3;-9.52;-8.3;-0.17;-0.57;0.74;1
0.22;-9.58;-8.33;-0.38;-1.36;1.08;1
0.29;-9.68;-8.37;-0.68;-0.61;1.53;1
0.31;-9.7;-8.29;-0.74;-0.17;1.63;1
0.42;-9.74;-8.16;0;-0.49;1.51;1
0.36;-9.63;-8.29;0.55;-0.77;0.96;1
0.48;-9.58;-8.37;0.32;-0.87;0.93;1
0.37;-9.56;-8.43;-0.32;-1.09;0.76;1
0.44;-9.58;-8.42;-0.59;-1.24;0.98;1
0.39;-9.61;-8.35;-0.54;-0.68;1.21;1
0.51;-9.65;-8.29;-0.7;0.05;0.91;1
0.44;-9.67;-8.24;-0.34;-0.15;0.87;1
0.48;-9.66;-8.29;0.05;-0.42;0.76;1
0.44;-9.63;-8.48;0.06;-1.01;0.63;1
0.38;-9.63;-8.45;-0.3;-0.95;0.27;1
0.46;-9.65;-8.39;-0.56;-0.49;0.26;1
0.48;-9.66;-8.27;-0.63;0.19;-0.16;1
0.46;-9.58;-8.27;0.24;0.03;0.13;1
0.34;-9.58;-8.32;0.32;-0.55;0.08;1
0.44;-9.56;-8.36;-0.05;-0.1;0.51;1
0.41;-9.56;-8.42;-0.37;-0.01;0.83;1
0.45;-9.63;-8.48;-0.27;0.62;0.67;1
0.49;-9.63;-8.38;-0.16;0.95;0.17;1
0.39;-9.59;-8.41;-0.06;0.65;-0.19;1
0.35;-9.63;-8.33;0.08;0.06;-0.32;1
0.33;-9.56;-8.32;0.05;-0.98;-0.17;1
0.37;-9.58;-8.33;-0.4;-1.51;0.45;1
0.42;-9.64;-8.41;-0.35;-0.88;0.28;1
0.46;-9.69;-8.39;-0.02;-0.1;0.52;1
0.36;-9.57;-8.38;0.22;0.61;0.71;1
0.31;-9.55;-8.43;0.05;0.98;0.49;1
0.31;-9.55;-8.48;-0.03;0.84;0.7;1
0.36;-9.59;-8.34;0.04;0.76;0.47;1
0.34;-9.62;-8.37;0.09;0.34;0.6;1
0.44;-9.65;-8.41;-0.28;0.28;0.17;1
0.37;-9.63;-8.32;-0.24;-0.04;0.37;1
0.46;-9.57;-8.34;0.05;-0.74;0.21;1
0.32;-9.6;-8.39;0.26;-0.42;0.28;1
0.42;-9.62;-8.38;0.21;-0.29;0.47;1
0.37;-9.64;-8.44;0.07;0.16;0.51;1
0.37;-9.61;-8.47;0.01;0.16;0.44;1
0.35;-9.56;-8.37;-0.21;-0.1;0.34;1
0.39;-9.64;-8.3;-0.3;-1.02;0.37;1
0.41;-9.68;-8.24;-0.24;-1.63;0.38;1
0.37;-9.69;-8.37;0.29;-1.58;0.1;1
0.45;-9.64;-8.35;0.18;-1.14;-0.14;1
0.44;-9.64;-8.45;-0.05;0.14;-0.24;1
0.48;-9.6;-8.34;-0.08;1.59;-0.21;1
0.43;-9.59;-8.32;-0.07;1.45;0.16;1
0.39;-9.55;-8.27;0.14;1.18;0.12;1
0.37;-9.59;-8.34;-0.26;0.48;0.5;1
0.42;-9.63;-8.28;-0.39;0.35;0.6;1
0.46;-9.65;-8.32;-0.11;1.03;1.09;1
0.45;-9.67;-8.34;0.29;1.92;0.53;1
0.42;-9.61;-8.39;0.24;2.44;0.76;1
0.38;-9.68;-8.35;0.37;2.74;0.7;1
0.41;-9.65;-8.35;0.14;2.85;0.71;1
0.41;-9.58;-8.39;0.14;2.09;0.79;1
0.44;-9.63;-8.36;0.28;1.72;0.5;1
0.43;-9.58;-8.38;0.09;1.76;0.67;1
0.33;-9.6;-8.37;0.27;1.7;0.21;1
0.27;-9.63;-8.4;0.32;1.87;-0.08;1
0.32;-9.67;-8.44;-0.15;1.94;-0.3;1
0.31;-9.63;-8.43;-0.31;2.05;-0.56;1
0.41;-9.61;-8.36;-0.01;0.79;-0.46;1
0.37;-9.52;-8.35;0.19;0.3;-0.31;1
0.3;-9.52;-8.4;0.47;-0.26;-0.66;1
0.18;-9.48;-8.46;0.37;-0.04;-0.54;1
0.16;-9.56;-8.38;-0.27;0.67;-0.11;1
0.31;-9.74;-8.37;-0.23;2.06;-0.01;1
0.38;-9.71;-8.28;0.26;2.92;0.55;1
0.45;-9.65;-8.3;1.16;2.76;0.08;1
0.27;-9.53;-8.42;0.37;1.83;0.07;1
0.24;-9.56;-8.43;0.05;1.03;0.16;1
0.14;-9.63;-8.47;-0.27;0.35;0.5;1
0.23;-9.65;-8.46;-0.25;0.5;0.57;1
0.44;-9.68;-8.34;-0.35;1.94;0.25;1
0.49;-9.67;-8.37;0.54;2.35;0.33;1
0.47;-9.59;-8.42;0.85;3.16;-0.14;1
0.41;-9.53;-8.48;0.43;2.42;-0.44;1
0.32;-9.55;-8.37;-0.45;1.99;-0.42;1
0.31;-9.64;-8.18;-0.58;2.11;-0.08;1
0.33;-9.73;-8.19;0.18;2.13;-0.34;1
0.37;-9.58;-8.29;0.76;1.64;-0.37;1
0.33;-9.53;-8.45;0.59;0.47;-0.6;1
0.23;-9.54;-8.36;0.14;-0.82;-0.46;1
0.27;-9.56;-8.29;-0.53;-1.92;-0.04;1
0.27;-9.61;-8.19;-0.73;-2.2;0.15;1
0.33;-9.7;-8.25;-0.28;-2.01;0.12;1
0.31;-9.67;-8.33;0.13;-1.79;-0.08;1
0.31;-9.61;-8.48;-0.06;-1.88;0.05;1
0.31;-9.58;-8.41;-0.35;-2.13;0.36;1
0.37;-9.58;-8.38;-0.84;-2.68;0.34;1
0.35;-9.59;-8.24;-1.02;-2.56;1.03;1
0.51;-9.64;-8.23;-0.99;-1.94;0.92;1
0.47;-9.62;-8.29;-0.15;-1.31;0.27;1
0.38;-9.57;-8.36;0.43;-1.45;-0.22;1
0.38;-9.52;-8.49;-0.28;-1.31;-0.02;1
0.35;-9.56;-8.46;-0.73;-0.6;-0.08;1
0.47;-9.64;-8.28;-0.5;-0.91;-0.04;1
0.47;-9.59;-8.35;-0.33;-1.09;-0.27;1
0.45;-9.59;-8.21;-0.28;-1.24;-0.22;1
0.42;-9.67;-8.39;-0.34;-0.56;0.49;1
0.36;-9.65;-8.48;0.05;0.06;0.34;1
0.46;-9.59;-8.61;-0.19;0.62;0.19;1
0.35;-9.61;-8.46;-0.4;1.25;-0.5;1
0.4;-9.66;-8.36;-0.39;1.67;-0.5;1
0.33;-9.62;-8.27;-0.21;1.22;-0.01;1
0.27;-9.62;-8.37;-0.17;0.7;0.26;1
0.36;-9.6;-8.37;-0.44;0.31;0.76;1
0.39;-9.68;-8.45;-0.14;0.38;0.71;1
0.37;-9.68;-8.35;-0.11;1.4;0.28;1
0.42;-9.62;-8.36;-0.09;1.56;0.02;1
0.34;-9.66;-8.36;0.11;1.69;-0.32;1
0.43;-9.64;-8.44;0.52;1.59;0.19;1
0.39;-9.59;-8.43;0.31;1.34;0.19;1
0.43;-9.53;-8.43;0.14;1.5;0.26;1
0.37;-9.57;-8.44;-0.27;2.33;-0.01;1
0.42;-9.61;-8.44;-0.31;2.87;0.15;1
0.29;-9.69;-8.4;0.21;2.8;-0.05;1
0.25;-9.59;-8.4;0.45;2.02;-0.09;1
0.29;-9.64;-8.49;0.21;0.72;0.34;1
0.34;-9.63;-8.39;0.2;-0.73;0.31;1
0.3;-9.56;-8.34;-0.11;-1.38;-0.15;1
0.3;-9.54;-8.36;-0.47;-1.42;0.05;1
0.33;-9.61;-8.44;-0.41;-0.62;0;1
0.41;-9.61;-8.32;-0.09;-0.03;0.19;1
0.42;-9.61;-8.48;0.2;0.64;0.22;1
0.47;-9.61;-8.35;0.34;0.77;0.33;1
0.45;-9.57;-8.36;0.2;1.31;-0.08;1
0.39;-9.59;-8.36;0.01;0.83;-0.09;1
0.34;-9.69;-8.2;0.13;0.9;-0.3;1
0.34;-9.6;-8.35;0.18;0.8;-0.1;1
0.33;-9.57;-8.4;-0.01;0.51;-0.28;1
0.4;-9.65;-8.37;-0.18;-0.12;-0.12;1
0.37;-9.67;-8.43;-0.04;-0.1;-0.29;1
0.31;-9.59;-8.32;0.09;0.17;-0.01;1
0.35;-9.58;-8.36;-0.24;0.38;-0.02;1
0.38;-9.64;-8.35;-0.15;0.46;0.23;1
0.39;-9.72;-8.29;0.19;0.92;-0.02;1
0.39;-9.63;-8.36;0.19;0.96;-0.15;1
0.36;-9.62;-8.41;-0.3;0.45;0.03;1
0.39;-9.63;-8.31;-0.05;0.34;0.17;1
0.45;-9.62;-8.4;0.01;0.5;-0.15;1
0.38;-9.54;-8.37;0.03;0.26;-0.49;1
0.33;-9.64;-8.41;0.18;-0.46;-1.01;1
0.34;-9.57;-8.37;-0.03;-0.71;-0.88;1
0.32;-9.64;-8.34;-0.25;-1.15;-0.24;1
0.35;-9.63;-8.39;-0.08;-0.97;-0.68;1
0.38;-9.61;-8.44;0.3;-0.06;-0.5;1
0.37;-9.61;-8.37;0.15;-0.15;-0.43;1
0.32;-9.54;-8.37;-0.19;0.17;-0.07;1
0.36;-9.52;-8.4;-0.26;0.22;-0.08;1
0.32;-9.63;-8.31;-0.34;-0.15;0.2;1
0.36;-9.67;-8.37;-0.34;0.07;0.49;1
0.39;-9.69;-8.35;-0.2;0.82;0.79;1
0.38;-9.67;-8.33;-0.09;1.23;0.54;1
0.32;-9.62;-8.38;0.01;0.54;0.56;1
0.36;-9.58;-8.38;-0.33;-0.56;0.37;1
0.38;-9.58;-8.43;-0.53;-0.88;0.68;1
0.38;-9.64;-8.32;-0.51;-0.64;1.03;1
0.52;-9.67;-8.37;-0.18;0.58;0.6;1
0.54;-9.63;-8.42;0.33;1.78;0.44;1
0.51;-9.6;-8.44;0.12;2.03;0.81;1
0.53;-9.51;-8.36;-0.31;2.28;0.74;1
0.54;-9.56;-8.35;-0.71;2.82;0.97;1
