label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg;stride_check
2;110.94;-27.81;8.23;234.67;87.53;-16.05;-11.83;-315.95;-158.44;8.87;403.96;14.68;-9.8;101.77;-17.89;68;4.69;5.76;-124.25;-34.01;93.69;0.26;5.96;1.02;1
2;-85.71;29.3;7.95;110.18;38.67;-17.81;-9.92;-261.41;-11.69;9.22;48.99;33.17;-10.39;97.9;31.52;99.37;4.51;12.68;-268.94;-23.29;160.3;4.51;3.05;-0.33;1
2;55.01;-21.25;7.16;233.04;100.13;-10.14;-19.63;-340.36;-172.66;7.89;364.02;18.93;-9.15;141.93;-17.66;60.59;5.97;6.62;-154.15;-33.48;109.83;-0.04;4.64;0.8;1
2;-106.41;46.41;8.42;115.06;52.09;-14.44;-6.87;-269;-18.73;14.83;55.34;25.36;-9.93;142.9;23.38;85.64;4.59;11.15;-193.34;-24.81;188.41;8.45;1.52;0.32;1
2;88.57;-57.44;7.95;221.3;110.4;-10.17;-22.71;-403.02;-226.52;21.27;372.65;19.96;-8.67;130.61;-20.59;85.32;6.74;6.95;-137.48;-35.39;213.53;3.24;6.2;1.75;1
2;-108.1;44.71;9.34;125.58;60.25;-12.15;-7.31;-308.54;-24.72;26.01;56.13;36.86;-10.6;159.55;39.11;99.99;5.79;12.14;-295.33;-29.73;155.04;13.43;2;0.29;1
2;98.37;-42.39;7.9;253.8;110.64;-3.96;-21.4;-393.62;-205.59;9.25;415.58;19.88;-7.92;156.81;-22.87;103.6;6.47;6.29;-294.5;-36.05;164.9;4.85;5.68;0.67;1
2;-110.65;48.19;9.88;117.63;56.64;-12.44;-8.54;-304.53;-16.89;23.81;51.4;34.11;-10.31;157.11;34.06;85.19;6.26;11.55;-217.46;-30.89;194.51;14.89;2.32;0.58;1
2;79.71;-45.27;5.9;225.99;110.85;-7.6;-18.58;-332.97;-210.64;9.88;398.87;22.49;-7.92;126.34;-27.33;100.02;6.24;6.51;-251.67;-21.11;170.23;2.27;6.85;1.95;1
2;-87.33;30.16;6.82;96.86;32.11;-15.37;-7.34;-238.15;-13.11;19.83;39.06;31.03;-11.86;94.86;26.56;87.21;6.08;11.05;-132.25;-24.62;156.04;-0.94;1.36;0.49;1
2;61.23;-35.86;7.27;228.13;99.37;-6.2;-23.05;-365.07;-192.57;12.59;365.99;20.34;-8.5;115.64;-18.96;69.91;6.76;6.3;-199.36;-31.46;122.77;0.44;5.73;1.93;1
2;-86.17;38.02;7.82;107.74;46.44;-13.4;-8.91;-238.92;-28.89;25.19;74.98;31.11;-9.96;114.53;37.72;94.78;6.55;10.56;-249.23;-27.19;164.75;2.16;1.07;0.46;1
2;89.03;-36.95;7.15;213.09;89.05;-0.62;-19.93;-325.69;-166.64;7.64;351.83;18.17;-8.95;110.14;-28.61;60.05;5.59;4.57;-167.21;-34.59;94.6;-1.04;6.83;1.11;1
2;-70.29;27.28;9.31;98.57;39.01;-16.01;-8.93;-236.28;-20.97;16.6;66.8;25.03;-10.14;91.37;49.94;86.64;5.28;11.08;-161.66;-27.74;165.09;6.15;2.09;0.31;1
2;44.09;-38.74;6.96;213.63;104.78;-9.23;-24.99;-341.21;-206.63;13.22;338.08;18.79;-8.99;113.16;-26.31;86.04;6.63;6.79;-225.91;-32.75;124.69;-1.81;5.08;1.17;1
2;-106.97;53.35;6.53;117.17;55.2;-14.46;-8.53;-270.96;-4.46;31.59;47.98;31.79;-10.88;166.69;34.25;78.8;7.57;10.8;-185.63;-21.1;158.41;-1.07;1.87;1.24;1
2;89.84;-44.89;7.37;246.56;120.4;-3.27;-21.5;-392.43;-206.23;9.57;403.02;21.19;-7.74;168.86;-25.08;88.52;6.79;6.85;-154.34;-30.68;128.82;2.58;6.16;0.75;1
2;-93.05;36.53;8.31;105.58;42.14;-16.81;-10.15;-265.62;-23.22;24.47;57.32;29.49;-10.33;108.57;39.99;95.84;7.06;11.69;-218.47;-25.35;188.4;3.38;1.27;0.48;1
2;86.21;-47.06;6.02;213.99;87;0.77;-21.15;-395.53;-172.68;8.04;352.87;16.98;-8.52;100.18;-23.1;74.81;6.63;4.12;-256.54;-28.57;114.08;-1.95;7.06;1.74;1
2;-76.87;34.09;7.43;87.58;29.78;-10.85;-5.5;-232.32;-8.03;26.22;35.7;30.24;-11.08;80.11;18.46;79.83;7.18;10.52;-175.16;-25.27;126.58;-0.67;2.15;1.12;1
2;49.85;-22.47;7.77;225.63;102.97;-5.87;-17.75;-372.35;-190.64;9.03;376.35;20.92;-8.74;124.66;-26;80.13;6.13;6.69;-200.65;-30.09;92.01;0.05;5.59;1.38;1
2;-88.84;30.11;7.4;101.85;39.94;-11.78;-5.78;-248.11;-34.08;19.96;51.52;30.66;-10.42;101.54;46.31;85.27;5.65;9.73;-179.45;-25.05;196.59;-0.48;1.05;0.63;1
2;94.58;-38.1;7.38;228.18;81.26;-4.14;-26.9;-377.75;-135.85;16.55;389.85;19.12;-8.78;98.75;-24.85;67.67;6.69;4.84;-163.5;-33.08;107.85;-0.71;5.92;0.98;1
2;-64.26;29.81;9.26;100.17;44.73;-24.53;-11.01;-220.3;-28.12;28.83;85.56;36.25;-10.08;112.29;45.78;121.32;7.64;14.23;-293.6;-26.56;205.79;5.86;1.95;0.08;1
2;70.73;-25.39;4.26;183.99;102.18;-7.07;-3.04;-187.86;-199.9;7.47;321.17;16.68;-7.51;113.16;-15.69;77.71;4.47;6.42;-165.36;-18.98;85.9;0.21;5.22;1.92;1
2;-122.14;32.67;7.76;107.54;46.19;-13.42;-24.22;-324.79;-72.84;28.78;16.22;33.32;-12.2;144.68;21.9;106.27;8.32;11.66;-300.79;-30.15;181.83;0.6;2.36;-0.47;1
2;83.34;-55.58;6.45;216.75;107.66;-5.66;-27.96;-386.09;-220.76;13.03;357.51;18.67;-7.85;143.24;-26.72;64.82;6.41;5.74;-160.75;-30.96;131.08;-0.52;6.02;1.47;1
2;-68.26;30.02;7.67;98.08;32.03;-13.56;-7.54;-254.69;-24.96;28.09;48.85;34.86;-9.89;112.54;18.29;107.56;7.42;12.33;-197.5;-23;173.86;0.38;1.78;0.62;1
2;59.36;-20.58;7.32;230.52;84.36;-3.77;-19.31;-346.4;-150.89;5.62;357.34;17.59;-8.7;114.16;-15.51;105.41;4.67;5.19;-243.31;-33.34;224.87;-1.17;5.75;0.58;1
2;-87.66;30.37;8.08;95.37;42.18;-9.83;-5.44;-247.23;-22.28;21.36;36.07;25.64;-10.46;122.31;52.39;82.85;5.33;10.28;-155.84;-27.35;165.6;3.57;1.33;0.25;1
2;126.47;-41.32;6.52;206.46;92.5;-1.48;-5.58;-234.92;-184.83;8.9;392.84;17.53;-6.9;113.15;-34.51;57.04;4.13;4.9;-132.88;-17.9;95.49;2.07;6.36;2.99;1
2;-93.36;20.12;9.35;109.42;44.08;-16.19;-27.06;-363.64;-81.84;26.24;49.87;30.08;-10.97;97.3;25.9;114.15;8.48;11.25;-222.93;-33.74;209.81;1.69;2.39;-0.61;1
2;64.91;-27.82;7.96;231.16;81.02;-7.33;-23.32;-370.86;-134.21;12.04;360.96;18.23;-8.85;106.5;-20.34;65.81;5.97;4.95;-148.7;-35.14;124.4;-1.8;5.4;1.07;1
2;-108.36;48.85;8.55;110.77;53.57;-16.59;-8.68;-259.02;-13.33;26.72;39.81;30.16;-10.35;144.13;48.84;92.19;6.22;11.8;-191.34;-26.55;185.83;7.31;1.66;0.2;1
2;84.76;-48.06;7.95;210.62;94.94;-1.45;-19.8;-351.52;-179.34;9.82;344.42;21.11;-7.21;122.09;-35.79;89.17;5.71;5.64;-265.9;-33.56;113.23;1.15;7.22;1.78;1
2;-73.29;30.64;8.02;89.04;32.64;-17.42;-4.95;-214.75;-14.1;29.09;41.83;36.46;-10.84;75.89;28.14;111.33;7.6;12.88;-249.3;-26.39;180.45;-0.25;1.05;1.01;1
2;54.59;-35.81;7.73;205.39;86.52;-1.61;-21.53;-366.73;-161.98;12.31;307.07;23.58;-8.44;113.88;-12.23;72.42;5.86;5.69;-218.28;-34.49;146.53;-0.37;6.56;1.62;1
2;-105.64;55.8;7.45;115.96;43.13;-25.81;-13.22;-254.67;-1.8;32.69;68.23;38.34;-10.64;130.12;34.34;108.55;9.08;13.69;-212.42;-24.19;202.25;2.89;-0.37;-0.38;1
2;139.6;-66.08;5.29;210.57;106.24;-8.15;-3.25;-179.61;-217.85;8.13;407.58;22.47;-7.31;107.15;-11.28;89.05;3.22;6.65;-174.8;-16.32;193.95;0.4;6.61;2.86;1
2;-91.45;32.32;9.81;107.75;45.11;-14.93;-22.37;-288.25;-87.98;34.2;59.37;35.31;-11.09;129.06;19.34;119.78;9.77;11.16;-230.84;-36.19;213.35;3.99;2.3;-0.85;1
2;51.2;-26.5;7.56;221.28;96.35;-3.41;-23.67;-395.29;-151.28;15.71;348.5;17.07;-9.18;125.78;-22.19;67.51;5.85;4.9;-161.25;-34.66;104.72;-1.55;6.03;1.35;1
2;-97.36;45.94;7.66;105.51;50.05;-14.95;-7.55;-241.75;-12.11;31.11;46.38;38.02;-10.27;141.6;30.92;109.28;6.95;12.48;-282.66;-22.77;177.83;3.09;1.05;0.32;1
2;79.67;-43.12;8.23;219.96;101.67;-4.84;-20.02;-353.29;-197.42;20.82;371.53;21.65;-7.98;130.2;-21.35;79.76;6.33;5.47;-186.8;-35.45;128.4;1.04;6.51;1.91;1
2;-65.65;30.15;10.19;107.24;47.22;-32.42;-14.17;-218.71;-27.14;25.77;85.04;34.37;-9.79;134.77;42.08;122.42;7.45;15.4;-230.95;-28.9;256;8.11;1.39;-0.87;1
2;-150.56;57.04;7.63;135.27;58.58;-19.79;-7.97;-337.83;-15;24.66;30.14;33.03;-12.59;146.62;53.38;86.67;6.67;12.29;-182.71;-28.84;173.04;1.87;1.28;0.26;1
2;124.42;-56.95;8.73;240.24;111.31;-4.33;-26;-387.84;-190.24;17.47;414.66;24.86;-5.96;147.45;-31.32;72.26;6.36;5.31;-195.59;-32.56;125.46;5.44;5.96;1.76;1
2;-107.31;46.89;7.64;112.87;43.71;-16.1;-7.29;-259.71;-4.18;27.97;37.36;35.47;-10.82;129.97;31.77;87.18;6.72;12.63;-185.47;-27.24;145.53;-0.42;1.14;0.06;1
2;93.8;-48.29;6.78;221.03;108.27;-9.74;-16.02;-356.41;-181.33;10.05;372.42;19.85;-7.62;134.77;-29.07;73.46;5.02;5.68;-229.96;-35.77;102.62;0.15;5.52;1.76;1
2;-90.61;40.68;8.43;110.24;47.57;-24.48;-10.52;-264.31;-19.41;26.21;57.79;35.85;-10.26;151.43;54.54;120.63;7.43;13.64;-251.41;-25.54;242.74;3.15;0.77;-0.03;1
2;104.99;-51.12;4.21;185.26;99.66;-10.78;-3.14;-190.57;-201.09;8.79;345.62;15.17;-7.79;118.03;-21.1;75.13;3.42;5.42;-151.45;-15.93;164.84;-1.06;5.85;2.57;1
2;-99.27;31.84;10.58;110.09;46.17;-23.09;-22.95;-282.89;-76.9;25.51;56.26;27.83;-11.07;141.49;11.14;114.25;8.32;12.69;-242.85;-35.79;213.08;10.17;1.41;-1.37;1
2;63.06;-33.25;6.81;209.85;91.06;-8.06;-25.9;-359.31;-179.06;8.36;327.03;14.76;-8.88;102.75;-27.93;79.91;7.22;5.78;-161.86;-34.65;125.95;-1.62;5.13;0.45;1
2;-88.55;30.67;8.97;120.35;48.5;-19.54;-10.63;-267.8;-32.26;18.52;67.52;23.84;-9.95;102.29;38.19;108.56;6.09;11.89;-182.3;-24.86;241.15;10.24;3.18;0.35;1
2;61.48;-22.2;7.79;250.14;99.15;-4.47;-25.29;-371.34;-179.71;13.99;398.75;19.05;-8.79;111.73;-26.57;81.05;6.91;5.96;-174.35;-34.98;138.12;0.42;5.69;1.08;1
2;-123.75;53.82;8.49;133.16;66;-21.71;-11.68;-302.28;-37.91;20;66.33;23.48;-10.33;146.77;39.9;101.26;5.72;11.57;-179.09;-25.73;256.02;9.12;1.93;0.01;1
2;119.16;-69.39;7.74;233.3;109.87;-1.69;-18.67;-370.84;-218.79;25.4;407.13;20.79;-8;143.17;-21.92;87.43;6.63;5.56;-209.5;-34.31;129.74;1.91;6.59;2.78;1
2;-66.05;31;10.06;101.61;38.15;-15.76;-6.73;-232.18;-10.7;27.38;61.75;33.09;-9.82;148.84;27.5;94.95;6.45;12.66;-217.06;-28.66;153.26;8.63;1.99;0.15;1
2;45.79;-26.18;7.12;216.94;98.26;-7.9;-24.68;-337.53;-166.38;16.7;337.83;15.73;-8.67;123.01;-15.6;64.2;6.11;4.67;-134.48;-37.03;110.82;-1.66;4.94;1.21;1
2;-90.66;37.77;9.61;106.72;44.16;-19.18;-8.42;-247.9;-21.02;23.89;55.74;29.66;-9.22;131.68;51.93;91.46;5.87;12.7;-189.66;-26.68;209.53;12.57;1.44;-0.37;1
2;120.84;-41.66;3.99;165.66;84.13;-1.6;-3.44;-183.47;-170.54;8.21;315.5;19.16;-8.13;92.67;-28.97;65.01;2.84;4.67;-182.77;-19.16;104.1;0.1;6.61;2.57;1
2;-95.24;21.7;11.54;106.12;40.34;-21.43;-26.06;-317.99;-77.49;28.61;38.51;33.79;-11.32;125.59;5.84;111.01;9;12.88;-179.51;-35.54;192.35;12.17;1.81;-1.18;1
2;79.66;-25;4.11;199.02;89.49;-6.01;-2.25;-211.9;-174.23;8.65;349.77;16.42;-7.01;103.27;-1.79;91.67;2.57;5.03;-162.62;-17.25;189.74;0.21;5.07;1.82;1
