label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg;stride_check
2;58.19;-29.1;8.67;228.61;104.57;-2.55;-28.62;-359.17;-194.87;11.36;356.03;17.77;-8.14;118.19;-5.48;74.96;6.5;4.92;-208.55;-35.79;146.34;1.38;5.79;1.18;1
2;-100.52;38.4;8.64;107.9;45.22;-13.07;-6.78;-253.73;-12.01;28.28;27.16;31.03;-10.11;165.2;21.57;97.45;6.56;11.47;-204.67;-22.27;195.68;13.64;2.15;0.46;1
2;86.48;-53.02;7.71;212.97;96.19;-12.99;-19.8;-336.38;-196.73;10.05;349.76;14.71;-8.56;108.31;-5.41;64.98;5.77;5.53;-159.19;-36.89;196.59;0.6;5.27;1.95;1
2;-98.19;29.95;7.15;97.64;26.82;-17.6;-8.15;-252.9;-2.62;18.41;15.84;30.64;-9.97;106.58;14.11;93.07;5.41;11.23;-163.28;-20.07;161.82;6;3.51;0.18;1
2;77.14;-39.73;7.67;218.45;102.86;-12.18;-30.99;-371.3;-217.64;8.48;347.1;12.26;-8.97;105.6;-8.86;107.57;7.35;4.94;-164.34;-35.38;243.81;-0.54;5.43;1.06;1
2;-85.65;29.05;7.89;101.82;44.9;-15.88;-7.98;-223.08;-23.9;22.61;50.48;29.77;-9.68;143.97;31.69;114.84;6.62;11.93;-279.19;-21.49;203.97;10.48;2.19;0.22;1
2;105.56;-41.71;5.63;190.01;99.5;-4.64;-3.89;-208.71;-200.03;7.16;328.08;15.18;-6.85;116.22;-0.4;72.26;5.71;4.71;-126.55;-17.92;163.88;-0.05;6.36;2.96;1
2;-94.74;26.1;9.44;91.25;44.42;-18.65;-28.53;-270.44;-69.9;22.01;40.8;28.75;-11.46;121.77;9.86;129.76;8.73;12.5;-265.63;-33.89;229.01;6.63;1.43;-1.68;1
2;48.94;-23;8.56;225.36;90.34;-2.14;-15.96;-303.42;-192.36;9.52;366.68;14.08;-8.59;91.13;-19.56;76.96;5.27;4.06;-212.34;-35.46;117.87;1.38;5.34;1.5;1
2;-102.93;39.59;8.29;89.93;41.17;-14.98;-6.94;-223.81;-10.23;16.23;29.97;22.44;-10.74;110.32;33.82;74.56;5.01;11.18;-111.56;-24.85;197.55;9.87;1.66;-0.59;1
2;99.64;-52.37;8.31;220.34;98.68;-0.16;-28.6;-369.52;-195.05;21.3;375.65;18.3;-7.33;114.23;-23.84;67.65;7.11;3.98;-231.71;-36.17;95.49;3.68;7.16;2.29;1
2;-96.09;42.6;7.45;113.26;51.42;-13.86;-8.14;-250.29;-10.98;33.62;42.98;33.9;-10.14;154.81;34.12;115.09;8.36;11.33;-234.9;-21.27;208.37;5.39;2.26;0.13;1
2;83.52;-47.96;8.16;213.6;90.34;-4.55;-21.37;-364.92;-185.12;10.15;364.69;18.78;-7.37;116.68;-19.11;87.07;5.62;4.8;-300.95;-32.28;196.85;3.42;6.92;1.66;1
2;-75.42;33.74;7.19;87.6;30.33;-13.78;-6.87;-226.5;-3.39;26.75;33.13;36.7;-10.78;97.12;24.56;101.6;7.46;11.84;-204.49;-23.51;204.69;-1.61;1.63;0.86;1
2;53.14;-34.89;8.31;214.78;100.94;-3.73;-20.26;-370.81;-195.07;9.15;324.43;20.65;-8;114.69;-8.29;94.04;5.59;5.29;-337.25;-36.66;190.44;1.67;6.15;1.44;1
2;-85.83;42.69;7.4;111.14;48.39;-16.82;-7.09;-245.41;-17.27;34.43;49.26;36.46;-10.75;125.26;21.85;110.92;8.79;12.67;-264.65;-26.58;215.14;-0.46;2.25;0.98;1
2;83.71;-51.69;7.57;205.71;125.13;-5;-6.17;-236.94;-280.83;10.62;365.66;18.25;-7.1;123.65;6.61;95.31;4.62;6.38;-238.42;-18.98;154.65;6.19;5.51;2.66;1
2;-90.58;29.53;8.8;100.17;35.82;-21.73;-20.08;-326.64;-52.84;27.03;37.86;35.59;-11.6;117.85;8.53;116.41;8.07;13.03;-310.31;-35.29;186.62;0.91;1.64;-0.61;1
2;56.63;-37.13;8.96;232.95;100.44;-1.34;-29.53;-340.52;-192.52;10.76;393.96;15.76;-8.4;114.4;-29.25;76.3;7.53;3.63;-200.88;-35.13;92.59;1.33;5.29;1.01;1
2;-91.21;32.11;8.67;107.99;50.37;-18.64;-10.03;-246.58;-37.13;21.04;61.04;25.56;-9.25;147.6;37.48;105.53;6.39;12.31;-221.71;-25.39;202.55;13;2.03;-0.09;1
2;109.3;-49.99;5;193.24;106.29;-6.19;-5.08;-229.96;-199.66;9.36;355.73;15.5;-7.23;119.23;-1.06;51.29;3.65;4.63;-109.5;-16.33;79.93;1.18;5.77;3.21;1
2;-104.18;30.93;10.78;114.22;46.97;-27.25;-23.46;-308.95;-44.79;19.84;59.9;28.97;-11.21;149.13;-10.84;119.18;8.08;13.41;-227.34;-33.12;229.9;10.25;2.34;-1.02;1
2;47.3;-35.17;8.39;237.18;118.24;-9.02;-22.26;-326.16;-228.46;10.37;376.3;13.33;-8.35;130.45;-9.94;72.55;6.66;5.38;-168.42;-36.22;111.95;0.96;4.3;1.58;1
2;-97.44;37.42;8.45;111.23;48.37;-20.89;-10.26;-240.86;-27.45;20.56;61.24;22.27;-9.62;123.21;20.79;105.84;5.84;12.03;-164.02;-26.95;247.02;11.44;2.55;0.36;1
2;91.12;-48.26;6.9;221.54;91.38;-5.28;-21.78;-330.03;-167.91;13.25;372.61;12.48;-8.75;111.34;-11.72;75.88;6.27;3.77;-177.51;-36.62;181.57;-0.94;5.38;2.17;1
2;-90.58;42.29;9.32;113.32;46.45;-18.65;-9.72;-249.58;-14.65;21.33;63.18;23.82;-9.43;146.37;12.48;96.3;5.98;12.5;-161.44;-24.95;165.99;16.11;2.03;-0.29;1
2;68.84;-45.1;7.49;217.87;111.38;-10.85;-17.09;-273.26;-213.82;11.74;355.83;16.8;-8.75;122.33;-16.54;86.77;5.99;5.93;-209.69;-31.02;115.96;3.61;4.92;2.03;1
2;-92.88;35.23;8.54;99.83;41.68;-18.84;-8.69;-228.31;-16.01;14.99;47.47;24.85;-9.81;106.25;30.07;89.88;5.07;11.78;-145.13;-26.7;232.71;9.43;2.15;-0.38;1
2;85.18;-37.57;8.24;229.69;105.62;-11.17;-13.58;-333.41;-215.52;8.96;391.77;18.49;-9.22;114.92;-24.43;79.45;5.29;6.24;-193.55;-36.81;84.98;2.38;5.56;1.9;1
2;-89.88;25.22;9.79;103.96;41.73;-13.84;-7.4;-243.79;-25.04;10.19;48.82;31.75;-9.36;101.08;24.99;90.95;4.17;12.37;-197.1;-28.07;197.39;16.29;3.01;0.23;1
2;87.77;-47.99;4.68;215.35;115.82;-2.99;-5.47;-231.9;-211.01;12.38;376.42;18.15;-7.32;119.7;14.97;52.76;4.36;4.52;-91.67;-17.47;113.83;1.26;5.4;3.21;1
2;-102.53;38;10.37;114.82;45.73;-24.34;-21.17;-309.66;-38.73;24.21;63.95;29.78;-10.94;138.2;-17.48;122.76;8.01;13.43;-277.31;-34.53;240.11;13.51;1.95;-0.83;1
2;61.44;-39.17;7.81;238.24;104.28;-4.82;-19.79;-330.4;-201.72;19.14;380.53;14.85;-8.5;119.93;-13.45;77.91;6.95;4.22;-219.89;-35.81;164.09;1.95;5.23;1.61;1
2;-91.8;32.06;8.02;99.25;45.17;-13.88;-8.59;-234.33;-22.97;20.55;42.7;25.55;-9.44;128.1;46.51;89.71;5.22;11.61;-146.57;-22.03;217.68;11.39;2.67;-0.29;1
2;95.32;-28.08;8.4;236.22;92.31;-5.75;-22.22;-357.21;-150.06;24.6;396.9;15.55;-9.15;155.93;-24.46;86.34;7.41;4.93;-207.87;-37.58;185.94;0.82;6.12;1.23;1
2;-75.69;31.9;10.17;103.32;43.79;-14.84;-8.09;-274.61;-12.33;27.51;51.75;31.35;-9.28;178.32;27.63;90.07;6.24;12.86;-176.57;-25.28;152.76;18.52;3.34;-0.23;1
2;43.65;-33.57;8.3;213.53;102.11;-5.84;-26.82;-342.12;-220.95;21.57;327.57;17.59;-8.08;111.39;-20.98;96.51;7.19;4.86;-306.82;-34.83;164.07;1.98;5.19;1.76;1
2;-89.99;33.04;8.87;97.93;43.93;-15.55;-7.34;-215.4;-17.85;30.54;46.74;35.36;-9.67;168.02;18.24;109.78;6.86;12.57;-265.65;-25.51;226.32;10.47;1.35;0.09;1
2;71.79;-46.16;7.74;222.45;103.77;-6.17;-23.6;-328.88;-208.24;20.55;355.1;16.59;-8.79;133.11;-6.98;84.41;8.07;5.04;-154.17;-34.3;155.32;0.15;5.67;2.15;1
2;-86.49;37.31;9.81;108.73;47.4;-17.08;-8.57;-267.1;-19.37;21.71;42.75;27.42;-9.52;143.3;41.03;95.54;5.4;12.33;-150.94;-26.97;242.76;13.69;2.9;0.08;1
2;72.69;-28.15;8.11;246.99;99.58;-12.74;-19.51;-329.2;-178.39;15.78;412.21;15.03;-8.63;129.01;-13.97;95.43;6.07;6.18;-201.62;-36;149.75;-0.47;5.03;1.14;1
2;-87.07;44.08;9.63;111.34;52.63;-18.32;-9.6;-250.45;-17.19;22.61;57.75;26.59;-9.34;157.62;35.43;99.94;5.8;12.3;-181.31;-25.28;223.15;14.56;3.34;0.01;1
2;64.45;-31.65;8.76;236.55;122.39;-5.46;-23.92;-323.93;-220.22;21.29;396.53;16.26;-8.29;140.25;-21.38;70.89;7.32;4.78;-208;-34.24;107.15;1.67;5.46;1.71;1
2;-94.84;38.54;8.96;106.09;44.65;-11.67;-5.29;-252.95;-12.63;21.22;39.71;30.94;-9.63;134.83;27.34;86.89;4.79;11.15;-188.45;-26.06;176.47;11.94;2.52;0.22;1
2;84.75;-54.92;7.48;223.97;103.08;-6.45;-22.2;-378.26;-186.04;10.72;369.56;21.51;-8.34;125;-16.53;103.43;7.15;5.76;-237.2;-35.82;174.08;-1.81;5.39;1.56;1
2;-96.72;42.97;8.56;116.58;47.1;-16.17;-9.26;-277.38;-15.77;22.77;59.99;27.41;-9.54;140.59;29.58;101.4;6.62;12.31;-184.66;-24.01;202.58;10.54;2.28;0.34;1
2;96.86;-41.22;7.07;231.86;101.7;-5.9;-14.76;-282.47;-200.01;9.04;381.26;16.72;-8.66;116.66;-31.84;75.17;5.98;5.16;-212.05;-34.57;139.64;1.11;5.24;1.72;1
2;-94.31;27.24;9.31;109.54;45.71;-14.87;-8.75;-268.54;-24.53;10.62;40.88;25.1;-10.36;109.56;28.28;95.48;4.72;11.94;-173.24;-26.67;199.02;13.89;2.69;0.16;1
2;64.93;-34.83;8.09;240.61;105.2;-17.9;-9.55;-299.48;-192.99;10.95;390.85;19.01;-8.76;110.08;-16.74;72.79;5.62;7.21;-196.96;-35.29;118.77;2.36;4.59;1.99;1
2;-105.7;35.12;10.51;111.55;47.71;-16.59;-7.87;-260.44;-26.79;8.6;57.56;36.45;-9.26;130.48;20.45;98.8;3.77;13.34;-255.32;-29.65;216.13;17.98;2.63;-0.04;1
2;91.11;-49.01;7.91;223.65;107.64;-7.51;-20.83;-402.68;-215.46;10.35;358.14;18.69;-8.31;126.76;-13.69;61.88;6.26;5.63;-182.85;-35.76;81.48;1.83;5.78;2.07;1
2;-89.27;35.14;11.62;117.89;52.46;-19.75;-7.78;-268.77;-25.29;21.68;60.2;35.12;-9.28;161.69;17.64;106.07;5.42;13.68;-190.28;-29.56;234.5;22.67;3.54;0.86;1
